,label,distance_type,algorithm,precision,radius_max,silhouette_mean,silhouette_max,rand_index_mean,rand_index_max,exec_time_mean
0,aniso_blobs,euclidean,Busca Binaria 1,2,2.2613987345566824,0.4559240875742112,0.5049345430446858,0.4928084411416799,0.8456692877051812,0.007879346866661762
1,aniso_blobs,euclidean,Busca Binaria 1,20,1.9080695598681499,0.47367797802430245,0.5053833058527871,0.48447480640576024,0.620988012868481,0.054330552033331966
2,aniso_blobs,euclidean,Busca Binaria 1,3,2.2613987345566824,0.4577096500928392,0.5068301492883079,0.44930443455875635,0.625880214895214,0.011309286233339814
3,aniso_blobs,euclidean,Busca Binaria 1,4,2.2613987345566824,0.4601794118996549,0.5067799332073782,0.4515210683608037,0.5909720115467392,0.013338045033329611
4,aniso_blobs,euclidean,Busca Binaria 1,5,2.0729488400102922,0.4621156542178021,0.506507473830164,0.4915406108642449,0.6561280465661682,0.015113892200008649
5,aniso_blobs,euclidean,Busca Binaria 1,6,1.9787238927370971,0.46213086729819114,0.505199356510382,0.4698054879306094,0.625845591103354,0.016966616633336193
6,aniso_blobs,euclidean,Busca Binaria 2,2,1.5075991563711215,0.4979477345967206,0.4979477345967206,0.5323014197190197,0.5323014197190197,0.11130726500005039
7,aniso_blobs,euclidean,Busca Binaria 2,20,1.419361035886952,0.5051262484736437,0.5051262484736437,0.6290232665108121,0.6290232665108121,0.5788859269999875
8,aniso_blobs,euclidean,Busca Binaria 2,3,1.5075991563711215,0.4991116325530499,0.4991116325530499,0.5610228289076499,0.5610228289076499,0.20132452500001818
9,aniso_blobs,euclidean,Busca Binaria 2,4,1.5075991563711215,0.4696540114081479,0.4696540114081479,0.45867221544415593,0.45867221544415593,0.22449564600003669
10,aniso_blobs,euclidean,Busca Binaria 2,5,1.5075991563711215,0.4867150901717026,0.4867150901717026,0.46611752904169695,0.46611752904169695,0.2733576099999482
11,aniso_blobs,euclidean,Busca Binaria 2,6,1.4133742090979264,0.49630660759211254,0.49630660759211254,0.5544925130171382,0.5544925130171382,0.296749861999956
12,aniso_blobs,manhattan,Busca Binaria 1,2,3.197605458796814,0.4594879078259905,0.5098773466061323,0.4485720646611416,0.7124894884162672,0.0005876420666481863
13,aniso_blobs,manhattan,Busca Binaria 1,20,2.3993466304312308,0.4581417407651878,0.5127563655594483,0.41003694025503107,0.5016874630644103,0.0038955280333311747
14,aniso_blobs,manhattan,Busca Binaria 1,3,2.6646712156640118,0.45231694165179287,0.514877453338212,0.4003700943176046,0.5427718112921426,0.0007921048333400904
15,aniso_blobs,manhattan,Busca Binaria 1,4,2.6646712156640118,0.45556296670102986,0.5041929850819196,0.4101985781381699,0.5215508614081747,0.0010139490333434273
16,aniso_blobs,manhattan,Busca Binaria 1,5,2.5314376548808113,0.45124248185063537,0.4939362635157487,0.38707444566574306,0.5478497304316322,0.0010627435333162793
17,aniso_blobs,manhattan,Busca Binaria 1,6,2.7979047764472122,0.44812388646024454,0.48488093108805863,0.3894976683399604,0.5122615799981741,0.001219266033342592
18,aniso_blobs,manhattan,Busca Binaria 2,2,2.1317369725312094,0.4327566753933617,0.4327566753933617,0.2889739570222695,0.2889739570222695,0.007889547999980095
19,aniso_blobs,manhattan,Busca Binaria 2,20,1.7454499106962493,0.4571753475992167,0.4571753475992167,0.3736862874813788,0.3736862874813788,0.06955285899994124
20,aniso_blobs,manhattan,Busca Binaria 2,3,2.1317369725312094,0.467561314344809,0.467561314344809,0.40145418221679785,0.40145418221679785,0.013878033000082723
21,aniso_blobs,manhattan,Busca Binaria 2,4,1.8652698509648082,0.4695827890831008,0.4695827890831008,0.4356408557920211,0.4356408557920211,0.014939687000037338
22,aniso_blobs,manhattan,Busca Binaria 2,5,1.7320362901816075,0.46451368539130883,0.46451368539130883,0.4181901684577915,0.4181901684577915,0.016336792999936733
23,aniso_blobs,manhattan,Busca Binaria 2,6,1.798653070573208,0.4577650085633287,0.4577650085633287,0.36825109146875185,0.36825109146875185,0.020482146999938777
24,blobs,euclidean,Busca Binaria 1,2,2.4825181524738946,0.6087635905152285,0.6541088777915705,0.8694449672512057,0.9820542540562446,0.008927527666666416
25,blobs,euclidean,Busca Binaria 1,20,2.1722152209836683,0.6335801921341903,0.6541764261874515,0.9103973006563666,0.9761450623098201,0.05796764026666021
26,blobs,euclidean,Busca Binaria 1,3,2.4825181524738946,0.621370490838611,0.6542369309222938,0.8878190863232509,0.9760724840361541,0.012263193099996291
27,blobs,euclidean,Busca Binaria 1,4,2.4825181524738946,0.6245108321470455,0.6542369309222938,0.8886185732435793,0.9760366307748648,0.014864826833316632
28,blobs,euclidean,Busca Binaria 1,5,2.3273607679442763,0.6333761270086805,0.6542369309222938,0.9190492652304895,0.987999951999808,0.016378642933333746
29,blobs,euclidean,Busca Binaria 1,6,2.288571421811872,0.6280175867737507,0.6538431073475107,0.9061420534299447,0.9702754778366012,0.017821898066658074
30,blobs,euclidean,Busca Binaria 2,2,1.861888614355421,0.523962948131383,0.523962948131383,0.6674594194488713,0.6674594194488713,0.1041833140000108
31,blobs,euclidean,Busca Binaria 2,20,1.4397514333988612,0.6518371123849361,0.6518371123849361,0.9585435132634011,0.9585435132634011,0.5981219450000026
32,blobs,euclidean,Busca Binaria 2,3,1.551573845296184,0.6522969269516353,0.6522969269516353,0.9701988569373086,0.9701988569373086,0.10693575300001612
33,blobs,euclidean,Busca Binaria 2,4,1.551573845296184,0.6508917056697461,0.6508917056697461,0.9525265009468677,0.9525265009468677,0.10210993399994095
34,blobs,euclidean,Busca Binaria 2,5,1.7067312298258024,0.6383714644568146,0.6383714644568146,0.9191320675865298,0.9191320675865298,0.18427205399996183
35,blobs,euclidean,Busca Binaria 2,6,1.4739951530313748,0.6521926325047465,0.6521926325047465,0.9644344565346409,0.9644344565346409,0.22043171199993594
36,blobs,manhattan,Busca Binaria 1,2,3.491747246439547,0.5658041958632443,0.6320215700634415,0.8010805020623514,0.9584707221120959,0.0006252612333469187
37,blobs,manhattan,Busca Binaria 1,20,2.8370479677218,0.6080722381854005,0.6310712945977655,0.8911430460531089,0.9643268914518268,0.003974783800007723
38,blobs,manhattan,Busca Binaria 1,3,3.491747246439547,0.5666912891526589,0.6322688057362584,0.8045529476146048,0.9701813278872752,0.0006755804666606006
39,blobs,manhattan,Busca Binaria 1,4,2.8370446377321317,0.6050386541668971,0.6319281224114666,0.8859138803743594,0.9585495538457558,0.0009016857666703497
40,blobs,manhattan,Busca Binaria 1,5,2.8370446377321317,0.5879336133540894,0.6332465165187477,0.8485156048250745,0.9820360727226042,0.0011099613333309813
41,blobs,manhattan,Busca Binaria 1,6,3.1643959420858394,0.5969491488652597,0.6329232221579032,0.8664026319424172,0.9761083381682925,0.0012636996666742562
42,blobs,manhattan,Busca Binaria 2,2,2.61881043482966,0.4972256536030237,0.4972256536030237,0.64098082272529,0.64098082272529,0.0068527260000337265
43,blobs,manhattan,Busca Binaria 2,20,1.8600190090701596,0.6168239299761765,0.6168239299761765,0.9068828203444046,0.9068828203444046,0.07331953599998542
44,blobs,manhattan,Busca Binaria 2,3,2.61881043482966,0.6323558608454555,0.6323558608454555,0.9470124797537793,0.9470124797537793,0.006459236999944551
45,blobs,manhattan,Busca Binaria 2,4,1.9641078261222453,0.615179386347613,0.615179386347613,0.9128564181527974,0.9128564181527974,0.014394587999959185
46,blobs,manhattan,Busca Binaria 2,5,2.0732249275734813,0.6306067478744947,0.6306067478744947,0.9585450235740391,0.9585450235740391,0.015999650000026122
47,blobs,manhattan,Busca Binaria 2,6,1.9641078261222453,0.5602150230558636,0.5602150230558636,0.768313468275521,0.768313468275521,0.022334581999984948
48,no_structure,euclidean,Busca Binaria 1,2,3.463027713368328,0.34612499383929346,0.38045467084213813,0.0,0.0,0.007972166833341513
49,no_structure,euclidean,Busca Binaria 1,20,2.4529823671033486,0.34686797822530985,0.38110044827193906,0.0,0.0,0.05585274526666808
50,no_structure,euclidean,Busca Binaria 1,3,2.8858564278069396,0.34668837534165764,0.3808007460709363,0.0,0.0,0.011231497533325788
51,no_structure,euclidean,Busca Binaria 1,4,2.5972707850262458,0.35569932398093596,0.37931251929625526,0.0,0.0,0.012324477266668054
52,no_structure,euclidean,Busca Binaria 1,5,2.5972707850262458,0.34865304990795487,0.38199370973410207,0.0,0.0,0.014764397500008878
53,no_structure,euclidean,Busca Binaria 1,6,2.6694171957214192,0.3476346685315889,0.3845517212535776,0.0,0.0,0.01714002053333085
54,no_structure,euclidean,Busca Binaria 2,2,2.308685142245552,0.369473311262147,0.369473311262147,0.0,0.0,0.1796213650000027
55,no_structure,euclidean,Busca Binaria 2,20,1.731513856684164,0.3747940452685042,0.3747940452685042,0.0,0.0,0.6218214189999571
56,no_structure,euclidean,Busca Binaria 2,3,2.020099499464858,0.35437635916653215,0.35437635916653215,0.0,0.0,0.19962929300004362
57,no_structure,euclidean,Busca Binaria 2,4,1.875806678074511,0.3455674875132636,0.3455674875132636,0.0,0.0,0.2275185229999579
