,label,distance_type,algorithm,precision,radius_max,silhouette_mean,silhouette_max,rand_index_mean,rand_index_max,exec_time_mean
58,no_structure,euclidean,Busca Binaria 2,5,1.8036602673793376,0.3615122730648595,0.3615122730648595,0.0,0.0,0.22185465799998383
59,no_structure,euclidean,Busca Binaria 2,6,1.7675870620317506,0.3727178621614672,0.3727178621614672,0.0,0.0,0.32958695100001023
60,no_structure,manhattan,Busca Binaria 1,2,3.260184124017628,0.3277489582205674,0.37674220456895263,0.0,0.0,0.0005723444999906254
61,no_structure,manhattan,Busca Binaria 1,20,2.9322585566345643,0.3436411688139428,0.37652894008951615,0.0,0.0,0.0037185802666726887
62,no_structure,manhattan,Busca Binaria 1,3,3.260184124017628,0.32873376189545495,0.37039383201214127,0.0,0.0,0.000663113533323667
63,no_structure,manhattan,Busca Binaria 1,4,3.260184124017628,0.3367089653387615,0.3707218199753607,0.0,0.0,0.0007664792000052026
64,no_structure,manhattan,Busca Binaria 1,5,3.260184124017628,0.34925748694708253,0.3755853204047027,0.0,0.0,0.000930141699992267
65,no_structure,manhattan,Busca Binaria 1,6,3.158303370142077,0.34450152944203555,0.3720850795904121,0.0,0.0,0.001103885266661564
66,no_structure,manhattan,Busca Binaria 2,2,2.445138093013221,0.31820062704198687,0.31820062704198687,0.0,0.0,0.0066512930000044435
67,no_structure,manhattan,Busca Binaria 2,20,2.1878027549999848,0.37303445007232294,0.37303445007232294,0.0,0.0,0.08813515900010316
68,no_structure,manhattan,Busca Binaria 2,3,2.445138093013221,0.360445343415762,0.360445343415762,0.0,0.0,0.012521578000018962
69,no_structure,manhattan,Busca Binaria 2,4,2.445138093013221,0.3617194456325299,0.3617194456325299,0.0,0.0,0.012503152000022055
70,no_structure,manhattan,Busca Binaria 2,5,2.2413765852621195,0.3278102311769354,0.3278102311769354,0.0,0.0,0.014707934999933059
71,no_structure,manhattan,Busca Binaria 2,6,2.3432573391376703,0.3849743553409565,0.3849743553409565,0.0,0.0,0.019886935999920752
72,noisy_circles,euclidean,Busca Binaria 1,2,3.033592713392859,0.3433994757592689,0.38661626678857736,0.013387068951006213,0.14717563594346106,0.006568533300008994
73,noisy_circles,euclidean,Busca Binaria 1,20,2.279146454263179,0.35448076310007787,0.3811489053812356,0.006024431686153784,0.016176181116442676,0.04883929040000794
74,noisy_circles,euclidean,Busca Binaria 1,3,2.7807933206101207,0.34127477841092907,0.3842047322677214,0.010379799348383904,0.046636664176334185,0.009459929333339308
75,noisy_circles,euclidean,Busca Binaria 1,4,2.4015942314360132,0.35327186577270925,0.38547737915596414,0.005644952293317051,0.03524590353647143,0.010865242000007432
76,noisy_circles,euclidean,Busca Binaria 1,5,2.4015942314360132,0.3453302008763116,0.3775988372580671,0.01094900980934202,0.10238439085954629,0.014687086866668626
77,noisy_circles,euclidean,Busca Binaria 1,6,2.275194535044644,0.350418675281759,0.37979835134576423,0.005237792107371966,0.015029851999061164,0.016243922766667158
78,noisy_circles,euclidean,Busca Binaria 2,2,2.022395142261906,0.3481428090419402,0.3481428090419402,0.0022435680653134452,0.0022435680653134452,0.1849119769999561
79,noisy_circles,euclidean,Busca Binaria 2,20,1.767346877927771,0.3597500095733748,0.3597500095733748,0.004900676588489987,0.004900676588489987,0.5995626369999627
80,noisy_circles,euclidean,Busca Binaria 2,3,2.022395142261906,0.3445085183116856,0.3445085183116856,0.0036729337666147935,0.0036729337666147935,0.28104026899995915
81,noisy_circles,euclidean,Busca Binaria 2,4,1.895995445870537,0.3671850396483665,0.3671850396483665,0.007669775481042358,0.007669775481042358,0.2652255259999947
82,noisy_circles,euclidean,Busca Binaria 2,5,1.7695957494791679,0.3489070682607656,0.3489070682607656,0.006827391245755223,0.006827391245755223,0.3576147219999939
83,noisy_circles,euclidean,Busca Binaria 2,6,1.80119567357701,0.35295946351685437,0.35295946351685437,0.0068386298359819275,0.0068386298359819275,0.3312840010000855
84,noisy_circles,manhattan,Busca Binaria 1,2,4.167799648742051,0.32504969290055347,0.3805279168958665,0.019221373022267438,0.084534753714755,0.0004721513666709143
85,noisy_circles,manhattan,Busca Binaria 1,20,3.4948763136045615,0.3419245018600929,0.38214813443461926,0.011155833406679303,0.036180519233837236,0.003349722500001917
86,noisy_circles,manhattan,Busca Binaria 1,3,3.473166373951709,0.33338770233308185,0.3825893638605946,0.016237283569838525,0.109239734442685,0.0006679501666686367
87,noisy_circles,manhattan,Busca Binaria 1,4,3.2995080552541234,0.34122104041110557,0.3807844706808363,0.01436218448729267,0.09741062935641644,0.0008076029000070169
88,noisy_circles,manhattan,Busca Binaria 1,5,3.125849736556538,0.33522089581465575,0.3822271570090066,0.01263639438556056,0.046617186642296034,0.0008813598000093256
89,noisy_circles,manhattan,Busca Binaria 1,6,3.2126788959053307,0.33722608255748415,0.37607527485272263,0.009953822302110608,0.05729548324036865,0.0010434317333287404
90,noisy_circles,manhattan,Busca Binaria 2,2,2.7785330991613675,0.3310451446869166,0.3310451446869166,0.015172611733287522,0.015172611733287522,0.011696975999996084
91,noisy_circles,manhattan,Busca Binaria 2,20,2.2809639647399935,0.34602925455435996,0.34602925455435996,0.0027796298499017883,0.0027796298499017883,0.05834022200002664
92,noisy_circles,manhattan,Busca Binaria 2,3,2.4312164617661964,0.32152268449889837,0.32152268449889837,0.03310773002425763,0.03310773002425763,0.011585641000010583
93,noisy_circles,manhattan,Busca Binaria 2,4,2.4312164617661964,0.34979561146614685,0.34979561146614685,0.0010418523213555036,0.0010418523213555036,0.01846895199997789
94,noisy_circles,manhattan,Busca Binaria 2,5,2.2575581430686107,0.35844042050830754,0.35844042050830754,0.002762702690677473,0.002762702690677473,0.016804187999980513
95,noisy_circles,manhattan,Busca Binaria 2,6,2.3443873024174033,0.32807949887868504,0.32807949887868504,0.009174342598457536,0.009174342598457536,0.021630796000010832
96,noisy_moons,euclidean,Busca Binaria 1,2,2.364910653548665,0.39492375700695276,0.4447825180902512,0.36173991057600624,0.49819431809565606,0.007980226333332514
97,noisy_moons,euclidean,Busca Binaria 1,20,2.012023446248091,0.41006848888286734,0.4403848467751778,0.36908219195717895,0.4556585671923124,0.055289843299991995
98,noisy_moons,euclidean,Busca Binaria 1,3,2.364910653548665,0.39360716740268387,0.43619132583123543,0.36504440089668816,0.47890432788505666,0.010268581833330851
99,noisy_moons,euclidean,Busca Binaria 1,4,2.364910653548665,0.38575047493462605,0.4350864165776903,0.3530514693771977,0.48430277650363585,0.011419348166661318
100,noisy_moons,euclidean,Busca Binaria 1,5,2.1284195881937986,0.39267192001818035,0.43319099043962583,0.36394602291545397,0.47402020504842424,0.013845278733322175
101,noisy_moons,euclidean,Busca Binaria 1,6,2.187542354532515,0.4044163395507098,0.4405245665387952,0.3671366313754895,0.44083482463796914,0.016278226633338968
102,noisy_moons,euclidean,Busca Binaria 2,2,1.8919285228389322,0.4096170825126574,0.4096170825126574,0.3831992348822557,0.3831992348822557,0.17744565299994974
103,noisy_moons,euclidean,Busca Binaria 2,20,1.4800358276362875,0.41897922804887205,0.41897922804887205,0.38985787008253303,0.38985787008253303,0.5747450559999834
104,noisy_moons,euclidean,Busca Binaria 2,3,1.4189463921291992,0.41786417935151293,0.41786417935151293,0.354758861687125,0.354758861687125,0.21162799500007168
105,noisy_moons,euclidean,Busca Binaria 2,4,1.5371919248066326,0.4298447217637155,0.4298447217637155,0.40953077403115934,0.40953077403115934,0.21251686400000835
106,noisy_moons,euclidean,Busca Binaria 2,5,1.5371919248066326,0.4142953039617398,0.4142953039617398,0.39350552465878014,0.39350552465878014,0.2773956519999956
107,noisy_moons,euclidean,Busca Binaria 2,6,1.4780691584679158,0.4296531023360354,0.4296531023360354,0.3934112620437627,0.3934112620437627,0.24882350500001849
108,noisy_moons,manhattan,Busca Binaria 1,2,3.3172791289540298,0.415615055448394,0.4540818849606343,0.37768918867650425,0.4786476203047788,0.0005495253666670881
109,noisy_moons,manhattan,Busca Binaria 1,20,2.9920328077404905,0.40446480959912784,0.4469707523848657,0.38081503810837986,0.5021020929511105,0.0035727918999972036
110,noisy_moons,manhattan,Busca Binaria 1,3,3.3172791289540298,0.4050107106553222,0.4474297714117995,0.37798327812303456,0.47718846254637776,0.0005603294000100808
111,noisy_moons,manhattan,Busca Binaria 1,4,3.3172791289540298,0.40093751068475697,0.4509835243386571,0.365916522378791,0.5019459434721226,0.0008582280333333377
112,noisy_moons,manhattan,Busca Binaria 1,5,2.8196872596109257,0.4131210590631517,0.4648866556193632,0.38401865648224665,0.476577694992829,0.0009759161666655321
113,noisy_moons,manhattan,Busca Binaria 1,6,2.9026192378347764,0.41215113427201666,0.4566696925895654,0.37264019955152755,0.4752985816581619,0.0011033549999903394
114,noisy_moons,manhattan,Busca Binaria 2,2,2.653823303163224,0.4461516281241769,0.4461516281241769,0.35798225716594384,0.35798225716594384,0.011454242000013437
115,noisy_moons,manhattan,Busca Binaria 2,20,1.9064838870937528,0.43745477989249576,0.43745477989249576,0.3637672826332918,0.3637672826332918,0.09096057199997176
116,noisy_moons,manhattan,Busca Binaria 2,3,1.990367477372418,0.4605684059395245,0.4605684059395245,0.4056746115243218,0.4056746115243218,0.012974199999916891
117,noisy_moons,manhattan,Busca Binaria 2,4,1.990367477372418,0.3632943200719392,0.3632943200719392,0.4193649368547598,0.4193649368547598,0.01760341699991841
118,noisy_moons,manhattan,Busca Binaria 2,5,1.990367477372418,0.4318124475571133,0.4318124475571133,0.40099653799361357,0.40099653799361357,0.02633871199998339
119,noisy_moons,manhattan,Busca Binaria 2,6,1.9074354991485674,0.36740031293250164,0.36740031293250164,0.3736499607149945,0.3736499607149945,0.026994730999945205
120,varied_blobs,euclidean,Busca Binaria 1,2,2.4621242333222786,0.5681965328335034,0.6198597917223431,0.559479947165232,0.848811043126713,0.0045799478666632846
121,varied_blobs,euclidean,Busca Binaria 1,20,2.0389888958836244,0.5643323674653214,0.6241920953745064,0.5450808897596808,0.6300100979346082,0.02557372283333355
122,varied_blobs,euclidean,Busca Binaria 1,3,2.4621242333222786,0.5527723327776326,0.6292222447356194,0.5298244678926599,0.7131470710667539,0.0049283716666726225
123,varied_blobs,euclidean,Busca Binaria 1,4,2.154358704156994,0.561896315475599,0.6232956583403431,0.5454463795403329,0.6306834631142028,0.0052380810666666855
124,varied_blobs,euclidean,Busca Binaria 1,5,2.154358704156994,0.5711237933354926,0.6374555996160303,0.5604343474221452,0.7137330141956194,0.0069581012666617426
125,varied_blobs,euclidean,Busca Binaria 1,6,2.0774173218656724,0.5705277694776267,0.6369489394296601,0.5542041471197795,0.7011668978781747,0.007685367366658132
126,varied_blobs,euclidean,Busca Binaria 2,2,1.846593174991709,0.6147762862122227,0.6147762862122227,0.5826301039944914,0.5826301039944914,0.04636257300001034
127,varied_blobs,euclidean,Busca Binaria 2,20,1.384944881243782,0.6174805312801486,0.6174805312801486,0.5956927233922726,0.5956927233922726,0.5925422349999963
128,varied_blobs,euclidean,Busca Binaria 2,3,1.846593174991709,0.5663450153745997,0.5663450153745997,0.5199560874702055,0.5199560874702055,0.08098545999996531
129,varied_blobs,euclidean,Busca Binaria 2,4,1.5388276458264243,0.4780219432489655,0.4780219432489655,0.5681905912157745,0.5681905912157745,0.08346656300000177
130,varied_blobs,euclidean,Busca Binaria 2,5,1.5388276458264243,0.6217028179901868,0.6217028179901868,0.6680003839653899,0.6680003839653899,0.08280028399997263
131,varied_blobs,euclidean,Busca Binaria 2,6,1.461886263535103,0.6087304637802318,0.6087304637802318,0.5650916627339787,0.5650916627339787,0.1067997860000105
132,varied_blobs,manhattan,Busca Binaria 1,2,3.182685533639099,0.5507861920544692,0.635469406818008,0.5485034301423248,0.806725332918445,0.0005895542999989327
133,varied_blobs,manhattan,Busca Binaria 1,20,2.7852444238427934,0.5802350528120626,0.6294402648206692,0.5643784232499398,0.7296445805420864,0.003781924733308036
134,varied_blobs,manhattan,Busca Binaria 1,3,3.182685533639099,0.5659430598012158,0.639697828125639,0.5669643340115983,0.8218249471843376,0.0006755374999973658
135,varied_blobs,manhattan,Busca Binaria 1,4,2.7848498419342116,0.5687434156451368,0.6196309990807365,0.5599194578648654,0.8126773684191596,0.000761833733330756
136,varied_blobs,manhattan,Busca Binaria 1,5,2.8843087648604335,0.5684030853805613,0.6380180095643117,0.5439241559666531,0.7319127549074473,0.0009852066999845495
137,varied_blobs,manhattan,Busca Binaria 1,6,2.6853909190079897,0.5799916080867996,0.6310940084924116,0.5607639708276725,0.7223281436058882,0.001292372600012944
138,varied_blobs,manhattan,Busca Binaria 2,2,2.3870141502293243,0.5998874389817832,0.5998874389817832,0.5873219163474709,0.5873219163474709,0.0064317410000285236
139,varied_blobs,manhattan,Busca Binaria 2,20,1.889279425007874,0.5794732726191314,0.5794732726191314,0.5094149086434024,0.5094149086434024,0.08854699400001209
140,varied_blobs,manhattan,Busca Binaria 2,3,1.989178458524437,0.6324432191769238,0.6324432191769238,0.7139123077495699,0.7139123077495699,0.006759195999961776
141,varied_blobs,manhattan,Busca Binaria 2,4,1.989178458524437,0.557121446299147,0.557121446299147,0.5094097749967476,0.5094097749967476,0.013024694000023374
142,varied_blobs,manhattan,Busca Binaria 2,5,1.989178458524437,0.6281445668694844,0.6281445668694844,0.672263134758789,0.672263134758789,0.021783423999977458
143,varied_blobs,manhattan,Busca Binaria 2,6,1.939448997061326,0.6257116229325711,0.6257116229325711,0.6720820676820626,0.6720820676820626,0.022372350000068764
