Dataset,Distance,Radius,Silhouette Score,Adjusted Rand Index,Execution Time
1: 0.1,Euclidean,1.5335401947850584,0.5415026030794803,0.8098050318194561,0.0
1: 0.1,Euclidean,1.6708880797436834,0.5656947204058204,0.4420090118835087,0.0
1: 0.1,Euclidean,1.5335401947850584,0.5454667686196901,0.8192304901937075,0.0010211467742919922
1: 0.1,Euclidean,1.7593463145208785,0.5447937007297176,0.7677560421502557,0.0010211467742919922
2: 0.1,Manhattan,1.7662240357399421,0.6753522498283318,0.9227038569978269,0.0
2: 0.1,Manhattan,2.1195333880626324,0.5610932410057281,0.7152369211994277,0.0
2: 0.1,Manhattan,2.0426588222705098,0.6725769217857042,0.9414120655766847,0.0
2: 0.1,Manhattan,1.6506398493910845,0.6675656530003434,0.9135079785108182,0.0
2: 0.1,Manhattan,2.1195333880626324,0.6654521954517598,0.9134726833769324,0.0
2: 0.1,Manhattan,2.1195333880626324,0.6235257610753159,0.8360004580824428,0.0
2: 0.1,Manhattan,2.1164636630400753,0.5362624401923755,0.45232486405244016,0.0
2: 0.1,Manhattan,2.0361189927094,0.5362624401923755,0.45232486405244016,0.0047054290771484375
2: 0.1,Manhattan,1.6652193430336524,0.6675656530003434,0.9135079785108182,0.0
2: 0.1,Manhattan,1.7502696376216043,0.5362624401923755,0.45232486405244016,0.0
2: 0.1,Manhattan,1.6033176681856123,0.6278351465368511,0.7891132972353447,0.0
2: 0.1,Manhattan,2.1195333880626324,0.6003345406524139,0.796906078306759,0.0
2: 0.1,Manhattan,2.0426588222705098,0.6772934404126025,0.9414120655766847,0.0017786026000976562
2: 0.1,Manhattan,2.0426588222705098,0.6772934404126025,0.9414120655766847,0.0
2: 0.1,Manhattan,1.5446752923190346,0.6368128388338071,0.81170959740092,0.0
2: 0.1,Manhattan,2.0715723578931278,0.5362624401923755,0.45232486405244016,0.0
2: 0.1,Manhattan,2.1195333880626324,0.5717229021346569,0.7340209788358387,0.0
2: 0.1,Manhattan,2.1195333880626324,0.6533953908881711,0.8931053969430036,0.0
2: 0.1,Manhattan,2.1195333880626324,0.670259995552972,0.913543244862151,0.0
2: 0.1,Manhattan,2.1195333880626324,0.6669041434075401,0.8779821083153477,0.0
2: 0.1,Manhattan,2.0813054505242907,0.5362624401923755,0.45232486405244016,0.0
2: 0.1,Manhattan,2.1195333880626324,0.5441301070003403,0.6705350586420302,0.0
2: 0.1,Manhattan,1.8341129014795041,0.5362624401923755,0.45232486405244016,0.0
2: 0.1,Manhattan,1.8837562464607838,0.5362624401923755,0.45232486405244016,0.0
2: 0.1,Manhattan,1.6923061773119255,0.6675656530003434,0.9135079785108182,0.0
2: 0.1,Manhattan,2.1195333880626324,0.5610238574360197,0.7152369211994277,0.0
2: 0.1,Manhattan,1.8660341240579643,0.5362624401923755,0.45232486405244016,0.0018947124481201172
2: 0.1,Manhattan,2.1195333880626324,0.5354462834097096,0.6511324073612847,0.0
2: 0.1,Manhattan,2.1195333880626324,0.599186271373205,0.7748645368488398,0.0
2: 0.1,Manhattan,2.1195333880626324,0.5571319261706423,0.7033252394719615,0.0
2: 0.1,Euclidean,1.4696725259302683,0.6696697510800126,0.9320055230605283,0.0
2: 0.1,Euclidean,1.4696725259302683,0.6785345122811758,0.9227038569978269,0.0
2: 0.1,Euclidean,1.5872959446275372,0.6785345122811758,0.9227038569978269,0.0
2: 0.1,Euclidean,1.4696725259302683,0.6785345122811758,0.9227038569978269,0.0015196800231933594
2: 0.1,Euclidean,1.6057343517957827,0.6376132824141619,0.8012747456346611,0.0
2: 0.1,Euclidean,1.8102972046064982,0.6399672698376181,0.7894399897568861,0.0
2: 0.1,Euclidean,1.4696725259302683,0.6785345122811758,0.9227038569978269,0.0
2: 0.1,Euclidean,1.8102972046064982,0.6789123820904378,0.9320517299643781,0.0
2: 0.1,Euclidean,1.6057343517957827,0.6376132824141619,0.8012747456346611,0.0
2: 0.1,Euclidean,1.8102972046064982,0.6399672698376181,0.7894399897568861,0.0
2: 0.1,Euclidean,1.7783621224168575,0.5332200135362971,0.48021533779669534,0.0
2: 0.1,Euclidean,1.5457114813719848,0.5332200135362971,0.48021533779669534,0.0
2: 0.1,Euclidean,1.4696725259302683,0.6696697510800126,0.9320055230605283,0.0
2: 0.1,Euclidean,1.8102972046064982,0.5917471925975064,0.7471521663433318,0.0
2: 0.1,Euclidean,1.8102972046064982,0.6464875833383712,0.8867177738547234,0.0
2: 0.1,Euclidean,1.8102972046064982,0.5433737249520285,0.6557988701461036,0.0
2: 0.1,Euclidean,1.4696725259302683,0.6785345122811758,0.9227038569978269,0.0
2: 0.1,Euclidean,1.8102972046064982,0.5917471925975064,0.7471521663433318,0.0
2: 0.1,Euclidean,1.526491852696661,0.6784847754260229,0.922730126811265,0.0
2: 0.1,Euclidean,1.8102972046064982,0.5640901049713309,0.691903877842091,0.0
2: 0.1,Euclidean,1.7078461157576612,0.6696697510800126,0.9320055230605283,0.0
2: 0.1,Euclidean,1.4696725259302683,0.6696697510800126,0.9320055230605283,0.0
2: 0.1,Euclidean,1.4696725259302683,0.6696697510800126,0.9320055230605283,0.010051965713500977
2: 0.1,Euclidean,1.7275641111300208,0.5332200135362971,0.48021533779669534,0.006009340286254883
2: 0.1,Euclidean,1.4696725259302683,0.6785345122811758,0.9227038569978269,0.0
2: 0.1,Euclidean,1.4696725259302683,0.6696697510800126,0.9320055230605283,0.010011911392211914
2: 0.1,Euclidean,1.8102972046064982,0.5884685511499647,0.7405258949677666,0.0
2: 0.1,Euclidean,1.8102972046064982,0.5640901049713309,0.691903877842091,0.0
2: 0.1,Euclidean,1.5276529260878642,0.5332200135362971,0.48021533779669534,0.0
2: 0.1,Euclidean,1.6402228540110158,0.5332200135362971,0.48021533779669534,0.0
3: 0.1,Manhattan,2.64485406263619,0.44521264292913687,0.4043241391677043,0.0
3: 0.1,Manhattan,2.672724188130778,0.22850134616203188,0.27910042046349137,0.0
3: 0.1,Manhattan,3.0278185763995307,0.4611708977514428,0.67544299475477,0.0
3: 0.1,Manhattan,2.858274797405011,0.3330672466880843,0.39361645065854134,0.0
3: 0.1,Manhattan,2.738182425140502,0.32989367003079356,0.3162040848840323,0.0015406608581542969
3: 0.1,Manhattan,2.757137219220997,0.37598710757634063,0.42303175427378853,0.0
3: 0.1,Manhattan,2.858274797405011,0.40642942567778223,0.48309696331195323,0.0
3: 0.1,Manhattan,2.52403400446436,0.3608959179029304,0.395948152007452,0.0
3: 0.1,Manhattan,2.5696651417576004,0.35161707660547725,0.391852684971625,0.003999948501586914
3: 0.1,Manhattan,2.1479015821406677,0.41492007574844514,0.49991168857148827,0.0
3: 0.1,Manhattan,2.415553143089023,0.336001238136681,0.3405230601237153,0.0
3: 0.1,Manhattan,2.858274797405011,0.3758505812792207,0.41356449672095824,0.0
3: 0.1,Manhattan,2.612605729110915,0.4496556806873363,0.41311997927432664,0.003741025924682617
3: 0.1,Manhattan,2.621589276019481,0.45866845732202477,0.5916417879267224,0.0
3: 0.1,Manhattan,2.4989171809114694,0.3476474577225188,0.36466310891510273,0.0
3: 0.1,Manhattan,2.5721344482946966,0.2711186088128444,0.3482656514450245,0.0
3: 0.1,Manhattan,2.7030470285985198,0.45460718110503745,0.42018999726167366,0.0
3: 0.1,Manhattan,2.488546523764606,0.33038710899821583,0.32188590995706495,0.0
3: 0.1,Manhattan,2.5154431020786827,0.4527491719689092,0.41947189717168354,0.0
3: 0.1,Manhattan,2.718974385994655,0.3316730384683832,0.3139872135016203,0.0
3: 0.1,Manhattan,2.8498258493089543,0.45460718110503745,0.42018999726167366,0.0
3: 0.1,Manhattan,2.5696651417576004,0.35161707660547725,0.391852684971625,0.0
3: 0.1,Manhattan,2.4025229639994805,0.45154816274436693,0.4237386652174461,0.0
3: 0.1,Manhattan,2.858274797405011,0.3758505812792207,0.41356449672095824,0.0
3: 0.1,Manhattan,2.8673754217864134,0.4969729068614719,0.7368207184767739,0.0
3: 0.1,Manhattan,2.5158557589633306,0.34257487975313317,0.38273131782053743,0.0
3: 0.1,Manhattan,2.4250640867000097,0.336001238136681,0.3405230601237153,0.0
3: 0.1,Manhattan,2.858274797405011,0.3749418501636497,0.4126929257431413,0.0
3: 0.1,Manhattan,3.033102872241158,0.4611708977514428,0.67544299475477,0.0
3: 0.1,Manhattan,2.443638441602507,0.45113257769471016,0.42679829907641964,0.0
3: 0.1,Euclidean,2.168992519712748,0.3780183041921124,0.41040602405470544,0.014002561569213867
3: 0.1,Euclidean,2.483940958265212,0.4219166845770864,0.3825650830839244,0.0
3: 0.1,Euclidean,2.507578130023868,0.3632256589007442,0.3605453877531953,0.0
3: 0.1,Euclidean,2.2369588329925754,0.4072923245028223,0.462173356099651,0.014056682586669922
3: 0.1,Euclidean,2.2369588329925754,0.39942806967622957,0.4484987777905788,0.0
3: 0.1,Euclidean,1.7970514176733197,0.43873106068388,0.5384498966030262,0.0
3: 0.1,Euclidean,1.9945356989538285,0.29549008217469863,0.23495653739700684,0.0
3: 0.1,Euclidean,1.9491697170041369,0.31494833889444346,0.3467411716266902,0.0
3: 0.1,Euclidean,2.3199125511581458,0.4345994094470754,0.39986393494958766,0.012018442153930664
3: 0.1,Euclidean,1.7970514176733197,0.43984756716059537,0.5425480025282753,0.0
3: 0.1,Euclidean,2.2488066852553135,0.44707931413024143,0.4039585193504098,0.0
3: 0.1,Euclidean,2.0951604369486763,0.2619329804451188,0.2773681481336447,0.0
3: 0.1,Euclidean,2.3255336489414042,0.33239399579663353,0.32668199392263864,0.0
3: 0.1,Euclidean,2.2488066852553135,0.4517393259182645,0.4159182505974902,0.0
3: 0.1,Euclidean,1.9285162989250706,0.4388763942736379,0.5398820335016269,0.0
3: 0.1,Euclidean,2.1425661819200914,0.38257479716038517,0.41040602405470544,0.0
3: 0.1,Euclidean,2.1529481453161377,0.36336388102954825,0.3764903939768879,0.011011123657226562
3: 0.1,Euclidean,2.2488066852553135,0.44910527160548064,0.4069768975466766,0.0
3: 0.1,Euclidean,1.862588573645132,0.45261798016416444,0.580280751885348,0.0
3: 0.1,Euclidean,2.2002035079914712,0.4238531709938033,0.5349655612336317,0.0
3: 0.1,Euclidean,2.112120705584749,0.38556188611967374,0.5543354032032949,0.0
3: 0.1,Euclidean,2.6789415503109444,0.4342207939169155,0.5199605921117992,0.0
3: 0.1,Euclidean,1.7645003364484515,0.44586189932460013,0.571200258395223,0.0
3: 0.1,Euclidean,1.989331285464758,0.44229772369227893,0.5539225353225944,0.0007288455963134766
3: 0.1,Euclidean,2.207436798009703,0.41529465937985693,0.47185433823170125,0.0
3: 0.1,Euclidean,2.31533581007145,0.4893732084842258,0.7302154801295738,0.0
3: 0.1,Euclidean,2.2369588329925754,0.41285798730880363,0.47185433823170125,0.0
3: 0.1,Euclidean,1.8887391531747748,0.43423487676716566,0.5318814245002181,0.0
3: 0.1,Euclidean,2.2369588329925754,0.35806853447297393,0.39318427970987735,0.0
3: 0.1,Euclidean,1.989331285464758,0.44229772369227893,0.5539225353225944,0.0
4: 0.1,Manhattan,3.6357962035340345,0.2608832765496948,0.24174621828395151,0.0
4: 0.1,Manhattan,3.607155050269828,0.20782846143492084,0.057687516311364456,0.0
4: 0.1,Manhattan,3.1466986865525852,0.20690158472831688,0.030242548818357105,0.0
4: 0.1,Manhattan,3.467721328294356,0.24650068106479764,0.09295376343885704,0.0
4: 0.1,Manhattan,3.8516113437727797,0.24745889438432064,0.13211340213491635,0.0
4: 0.1,Manhattan,3.9804064632096874,0.28320271958640886,0.272478424514314,0.001010894775390625
4: 0.1,Manhattan,3.4574360054510636,0.25882206644311295,0.2443547387670591,0.0
4: 0.1,Manhattan,4.159995837813556,0.17691844957612185,0.0027250426614688506,0.0018963813781738281
4: 0.1,Manhattan,4.1361077355051155,0.24313479901080512,0.13469040942474017,0.0
4: 0.1,Manhattan,4.073203700832349,0.27536273808762857,0.17630424784107504,0.0
4: 0.1,Manhattan,3.5567925663381317,0.259838443339016,0.14314220049075668,0.0
4: 0.1,Manhattan,3.9596945644885295,0.22974617953291068,0.0729856494638196,0.0
4: 0.1,Manhattan,3.2158052999485958,0.2172690431747739,0.051483251719926806,0.0
4: 0.1,Manhattan,3.8516113437727797,0.24745889438432064,0.13211340213491635,0.0
4: 0.1,Manhattan,4.604386288598507,0.17343717901429662,0.0031692399540174405,0.0
4: 0.1,Manhattan,3.4574360054510636,0.25882206644311295,0.2443547387670591,0.0
4: 0.1,Manhattan,4.029322346420349,0.21173880029424605,0.007362486002082121,0.0037915706634521484
4: 0.1,Manhattan,3.508549001550912,0.18405120488536234,0.033199413171432095,0.0
4: 0.1,Manhattan,3.811627361241497,0.290879966231844,0.2976015426347872,0.0
4: 0.1,Manhattan,3.463704046777748,0.28877096158964943,0.32976223530290144,0.0
4: 0.1,Manhattan,4.134995203697318,0.29202056838606477,0.11539902027424691,0.0
4: 0.1,Manhattan,3.1936320952540873,0.2262489454228777,0.05732839580867595,0.0
4: 0.1,Manhattan,3.4135327544029783,0.18537819576028378,0.03200167222441774,0.0
4: 0.1,Manhattan,4.108222584788327,0.18895418285576407,0.0049981992718470085,0.0
4: 0.1,Manhattan,4.0003464114513285,0.17008040187728254,0.0019469080350124992,0.013680219650268555
4: 0.1,Manhattan,3.9793797777349296,0.2122807560049429,0.041083854212127124,0.0011281967163085938
4: 0.1,Manhattan,3.5092764024249,0.17691844957612185,0.0027250426614688506,0.0
4: 0.1,Manhattan,3.305221665278243,0.2664972358778049,0.2746577933562948,0.0
4: 0.1,Manhattan,3.5802585544528203,0.23511381244740476,0.09889061277168316,0.0
4: 0.1,Manhattan,4.320800169503864,0.27139808196370235,0.17599011199794778,0.011022329330444336
4: 0.1,Euclidean,2.601980496021451,0.20563803314575527,0.06735986194184782,0.0
4: 0.1,Euclidean,3.02846494224222,0.26639257245587106,0.18636601161458424,0.0
4: 0.1,Euclidean,2.8742366425278747,0.327464064485836,0.31774660296350415,0.0
4: 0.1,Euclidean,2.693314417555572,0.28880604520799236,0.26082335807555634,0.0
4: 0.1,Euclidean,2.9409814084622377,0.2230542957431329,0.05431929866787951,0.0
4: 0.1,Euclidean,3.355321935892727,0.2696584607149056,0.16469919483639664,0.0
4: 0.1,Euclidean,2.608165138094905,0.2414606203009213,0.04602168121554055,0.0
4: 0.1,Euclidean,3.1488665604402812,0.2807514286102489,0.22395376191926247,0.0
4: 0.1,Euclidean,3.08179557371467,0.23497988652078172,0.07484745431268124,0.0028913021087646484
4: 0.1,Euclidean,2.715956511053439,0.20498713808761584,0.0026699509024856656,0.0
4: 0.1,Euclidean,3.0126788470853625,0.2089593019458413,0.00773489096897999,0.0
4: 0.1,Euclidean,3.0071798480092276,0.21478208577982638,0.005203225940281508,0.0
4: 0.1,Euclidean,3.2495707327689356,0.2938616782558314,0.26501108061504397,0.0
4: 0.1,Euclidean,2.749087500485408,0.2815031109099031,0.25347343516062654,0.0
4: 0.1,Euclidean,3.4063929294354387,0.1703874356157623,0.007901486367446446,0.012015342712402344
4: 0.1,Euclidean,2.558420400765039,0.22047043308451833,0.05724576750589731,0.00101470947265625
4: 0.1,Euclidean,2.8575918796401565,0.28744656676183933,0.1914122543960088,0.0
4: 0.1,Euclidean,3.124732569691288,0.29162448142492187,0.24113962476310102,0.0
4: 0.1,Euclidean,2.941561805662563,0.2828469446478509,0.12198595836915291,0.0
4: 0.1,Euclidean,2.838618212380679,0.2746575368870309,0.19319376831011453,0.0
4: 0.1,Euclidean,2.7775262263092535,0.2967775404516993,0.29523940947910177,0.0
4: 0.1,Euclidean,2.9782886439815077,0.26802803444318557,0.15549710466985395,0.0
4: 0.1,Euclidean,2.530547623648584,0.24661141691683672,0.1146729149996981,0.0
4: 0.1,Euclidean,2.8108039315431577,0.21423128504731195,0.005534179644015172,0.0
4: 0.1,Euclidean,2.941561805662563,0.2828469446478509,0.12198595836915291,0.0019140243530273438
4: 0.1,Euclidean,2.6040152645170185,0.24708732651237197,0.11578129859919818,0.0
4: 0.1,Euclidean,2.612869083495288,0.23228812609298652,0.08064543070472882,0.0
4: 0.1,Euclidean,2.586563590949258,0.20493459106745227,0.030366928633288166,0.012997627258300781
4: 0.1,Euclidean,2.7279569517912097,0.23249257450224212,0.09348617581124696,0.0
4: 0.1,Euclidean,2.8266252485495906,0.22999642722590555,0.07647592029427142,0.0
5: 0.1,Manhattan,1.5074131512689684,0.7968753567195752,0.9605467603426407,0.012012004852294922
5: 0.1,Manhattan,1.8194847339515081,0.8209849023705371,1.0,0.0
5: 0.1,Manhattan,1.3237996321751324,0.8209849023705371,1.0,0.0
5: 0.1,Manhattan,1.7947516664846208,0.8209849023705371,1.0,0.012897491455078125
5: 0.1,Manhattan,1.2885445961148971,0.8209849023705371,1.0,0.0010099411010742188
5: 0.1,Manhattan,1.7038343984430526,0.8152818365088158,0.9899831669528851,0.0
5: 0.1,Manhattan,1.2885445961148971,0.8209849023705371,1.0,0.0010416507720947266
5: 0.1,Manhattan,1.6835550103946169,0.8152818365088158,0.9899831669528851,0.0
5: 0.1,Manhattan,1.7947516664846208,0.8209849023705371,1.0,0.0
5: 0.1,Manhattan,1.6695048150662064,0.8152818365088158,0.9899831669528851,0.0038890838623046875
5: 0.1,Manhattan,1.6671333081953463,0.8152818365088158,0.9899831669528851,0.0
5: 0.1,Manhattan,1.6671333081953463,0.8083788415485872,0.9800680223095938,0.0
5: 0.1,Manhattan,1.7947516664846208,0.8209849023705371,1.0,0.0
5: 0.1,Manhattan,1.7947516664846208,0.8209849023705371,1.0,0.0
5: 0.1,Manhattan,1.8194847339515081,0.8209849023705371,1.0,0.0
5: 0.1,Manhattan,1.7947516664846208,0.8209849023705371,1.0,0.01259303092956543
5: 0.1,Manhattan,1.2882997705618782,0.8209849023705371,1.0,0.0
5: 0.1,Manhattan,1.6671333081953463,0.8152818365088158,0.9899831669528851,0.0
5: 0.1,Manhattan,1.8194847339515081,0.8209849023705371,1.0,0.0013229846954345703
5: 0.1,Manhattan,1.8194847339515081,0.8209849023705371,1.0,0.0
5: 0.1,Manhattan,1.7947516664846208,0.8209849023705371,1.0,0.0
5: 0.1,Manhattan,1.7947516664846208,0.8209849023705371,1.0,0.0
5: 0.1,Manhattan,1.2882997705618782,0.8209849023705371,1.0,0.0
5: 0.1,Manhattan,1.6671333081953463,0.8083788415485872,0.9800680223095938,0.0
5: 0.1,Manhattan,1.4693288806777551,0.8158379011977908,0.9899831669528851,0.0
5: 0.1,Manhattan,1.8194847339515081,0.8209849023705371,1.0,0.0
5: 0.1,Manhattan,1.8194847339515081,0.8209849023705371,1.0,0.0
5: 0.1,Manhattan,1.723777118875716,0.8158379011977908,0.9899831669528851,0.0010447502136230469
5: 0.1,Manhattan,1.599779526173525,0.8083299684546827,0.9800680223095938,0.0
5: 0.1,Manhattan,1.2885445961148971,0.8209849023705371,1.0,0.0
5: 0.1,Euclidean,1.3741719166195945,0.8209849023705371,1.0,0.011010408401489258
5: 0.1,Euclidean,1.18613782489543,0.8209849023705371,1.0,0.004561185836791992
5: 0.1,Euclidean,1.3741719166195945,0.8209849023705371,1.0,0.0
5: 0.1,Euclidean,1.3741719166195945,0.8209849023705371,1.0,0.006192207336425781
5: 0.1,Euclidean,1.0419015792354462,0.8209849023705371,1.0,0.0
5: 0.1,Euclidean,1.3741719166195945,0.8209849023705371,1.0,0.0
5: 0.1,Euclidean,1.3741719166195945,0.8209849023705371,1.0,0.0
5: 0.1,Euclidean,1.3741719166195945,0.8209849023705371,1.0,0.0
5: 0.1,Euclidean,1.3741719166195945,0.8209849023705371,1.0,0.0
5: 0.1,Euclidean,1.3741719166195945,0.8209849023705371,1.0,0.013926029205322266
5: 0.1,Euclidean,1.1008003132130717,0.8209849023705371,1.0,0.0
5: 0.1,Euclidean,1.3741719166195945,0.8209849023705371,1.0,0.0
5: 0.1,Euclidean,1.18613782489543,0.8209849023705371,1.0,0.01477503776550293
5: 0.1,Euclidean,1.0419015792354462,0.8209849023705371,1.0,0.0
5: 0.1,Euclidean,1.3741719166195945,0.8209849023705371,1.0,0.0
5: 0.1,Euclidean,1.3741719166195945,0.8209849023705371,1.0,0.0
5: 0.1,Euclidean,0.9778824464763006,0.8209849023705371,1.0,0.0
5: 0.1,Euclidean,1.18613782489543,0.8209849023705371,1.0,0.0
5: 0.1,Euclidean,1.3741719166195945,0.8209849023705371,1.0,0.0
5: 0.1,Euclidean,0.9778824464763006,0.8209849023705371,1.0,0.01443028450012207
5: 0.1,Euclidean,1.3741719166195945,0.8209849023705371,1.0,0.0
5: 0.1,Euclidean,1.3741719166195945,0.8209849023705371,1.0,0.0
5: 0.1,Euclidean,1.3741719166195945,0.8209849023705371,1.0,0.014564037322998047
5: 0.1,Euclidean,1.3741719166195945,0.8209849023705371,1.0,0.0
5: 0.1,Euclidean,1.3741719166195945,0.8209849023705371,1.0,0.0
5: 0.1,Euclidean,1.3741719166195945,0.8209849023705371,1.0,0.0
5: 0.1,Euclidean,1.18613782489543,0.8209849023705371,1.0,0.0
5: 0.1,Euclidean,1.3741719166195945,0.8209849023705371,1.0,0.0
5: 0.1,Euclidean,1.0419015792354462,0.8209849023705371,1.0,0.002458810806274414
5: 0.1,Euclidean,1.3741719166195945,0.8209849023705371,1.0,0.0
6: 0.1,Manhattan,1.3132916688390974,0.8286582445427629,1.0,0.0
6: 0.1,Manhattan,1.3510600486656532,0.8286582445427629,1.0,0.0
6: 0.1,Manhattan,1.5865409133034398,0.8230370086175072,0.9899831669528851,0.0
6: 0.1,Manhattan,1.3132916688390974,0.8286582445427629,1.0,0.0
6: 0.1,Manhattan,1.3592534093218658,0.8286582445427629,1.0,0.0013730525970458984
6: 0.1,Manhattan,1.3592534093218658,0.8286582445427629,1.0,0.0
6: 0.1,Manhattan,1.5865409133034398,0.8286582445427629,1.0,0.0
6: 0.1,Manhattan,1.3592534093218658,0.8286582445427629,1.0,0.0
6: 0.1,Manhattan,1.3592534093218658,0.8286582445427629,1.0,0.0
6: 0.1,Manhattan,1.3592534093218658,0.8286582445427629,1.0,0.0
6: 0.1,Manhattan,1.3592534093218658,0.8286582445427629,1.0,0.0
6: 0.1,Manhattan,1.3377863623111592,0.8286582445427629,1.0,0.0
6: 0.1,Manhattan,1.3343012915407344,0.8226574555047101,0.9899831669528851,0.0
6: 0.1,Manhattan,1.3592534093218658,0.8286582445427629,1.0,0.0021109580993652344
6: 0.1,Manhattan,1.3132916688390974,0.8286582445427629,1.0,0.0
6: 0.1,Manhattan,1.5865409133034398,0.8286582445427629,1.0,0.0
6: 0.1,Manhattan,1.3592534093218658,0.8286582445427629,1.0,0.0
