Dataset,Distance,Radius,Algorithm,Silhouette Score,Adjusted Rand Index,Execution Time
abstenteeism_at_work,manhattan,17.672331556348762,Maiores Distancias,0.24030173404208405,0.019608103123979134,0.03336381912231445
abstenteeism_at_work,manhattan,17.53982674886529,Maiores Distancias,0.277104418614353,0.026034644388797566,0.049639225006103516
abstenteeism_at_work,manhattan,18.393148858431807,Maiores Distancias,0.14162821775227008,0.022408414984539174,0.0350344181060791
abstenteeism_at_work,manhattan,17.007401369621842,Maiores Distancias,0.2524913053724156,0.02362394419809436,0.033249616622924805
abstenteeism_at_work,manhattan,17.672331556348762,Maiores Distancias,0.2972607878910208,0.02285671580665937,0.0499422550201416
abstenteeism_at_work,manhattan,17.672331556348762,Maiores Distancias,0.27194653856378775,0.03319889378792639,0.10958147048950195
abstenteeism_at_work,manhattan,17.830554882298255,Maiores Distancias,0.21875670292031243,0.018412452988805814,0.08893084526062012
abstenteeism_at_work,manhattan,17.968053540797094,Maiores Distancias,0.22714128049631638,0.03070609935800129,0.08252358436584473
abstenteeism_at_work,manhattan,17.672331556348762,Maiores Distancias,0.25327273280854556,0.03131757501129888,0.05332207679748535
abstenteeism_at_work,manhattan,17.815878357950318,Maiores Distancias,0.2632290216433247,0.03593692577340333,0.04970526695251465
abstenteeism_at_work,manhattan,17.672331556348762,Maiores Distancias,0.24044125605390584,0.040715356379724565,0.0498654842376709
abstenteeism_at_work,manhattan,17.90145023234082,Maiores Distancias,0.25174183194925703,0.032980193833456004,0.050025224685668945
abstenteeism_at_work,manhattan,17.79002503332125,Maiores Distancias,0.2400491376785742,0.015189324664633781,0.04967069625854492
abstenteeism_at_work,manhattan,18.116330630925223,Maiores Distancias,0.24383903637104762,0.02667160578546308,0.053951263427734375
abstenteeism_at_work,manhattan,17.766825552616332,Maiores Distancias,0.20436065394535574,0.029552311318429874,0.0333406925201416
abstenteeism_at_work,manhattan,17.672331556348762,Maiores Distancias,0.21229528515065188,0.0362584459657413,0.04779529571533203
abstenteeism_at_work,manhattan,17.989785461547047,Maiores Distancias,0.23014549674785953,0.028829947005865806,0.04990124702453613
abstenteeism_at_work,manhattan,17.26032755135923,Maiores Distancias,0.1877315579401751,0.023728384342002164,0.03557443618774414
abstenteeism_at_work,manhattan,17.379141465091013,Maiores Distancias,0.2394202412946464,0.022687128137934623,0.048131465911865234
abstenteeism_at_work,manhattan,17.672331556348762,Maiores Distancias,0.2375923037717229,0.027836007699242535,0.04975247383117676
abstenteeism_at_work,manhattan,17.637516180158993,Maiores Distancias,0.24553629018947193,0.020137853396589463,0.050118207931518555
abstenteeism_at_work,manhattan,17.672331556348762,Maiores Distancias,0.2382057987668579,0.0195439511221628,0.03302121162414551
abstenteeism_at_work,manhattan,17.54245435398125,Maiores Distancias,0.2610461603043112,0.02315199645836359,0.049831390380859375
abstenteeism_at_work,manhattan,17.672331556348762,Maiores Distancias,0.24977185170669866,0.020856026682154936,0.033826351165771484
abstenteeism_at_work,manhattan,17.544630107205663,Maiores Distancias,0.24707355752450982,0.03038289212554849,0.03037858009338379
abstenteeism_at_work,manhattan,16.95331039363011,Maiores Distancias,0.22346659700040963,0.02526764630343858,0.0499420166015625
abstenteeism_at_work,manhattan,17.766825552616332,Maiores Distancias,0.23715627541332485,0.024920769046647043,0.04967379570007324
abstenteeism_at_work,manhattan,17.672331556348762,Maiores Distancias,0.23730533916414268,0.024644561530998525,0.03279733657836914
abstenteeism_at_work,manhattan,17.740167622340298,Maiores Distancias,0.2113742974450919,0.01923358197946603,0.046082496643066406
abstenteeism_at_work,manhattan,17.554163879493135,Maiores Distancias,0.26645021658588947,0.019509340465624112,0.0379180908203125
abstenteeism_at_work,euclidean,6.206842405248124,Maiores Distancias,0.1417604629994876,0.03061498797881617,0.04994702339172363
abstenteeism_at_work,euclidean,6.014072706576219,Maiores Distancias,0.15885952312385393,0.03145240176514134,0.033789873123168945
abstenteeism_at_work,euclidean,6.308287322450466,Maiores Distancias,0.1184305652647825,0.040542094096388086,0.052963972091674805
abstenteeism_at_work,euclidean,6.272411068006399,Maiores Distancias,0.11051488685859007,0.037842736459884986,0.033014535903930664
abstenteeism_at_work,euclidean,6.014044169269988,Maiores Distancias,0.0909977544969856,0.04847716882854592,0.03559517860412598
abstenteeism_at_work,euclidean,6.246620258521318,Maiores Distancias,0.13605349258634056,0.03254294121774554,0.03302788734436035
abstenteeism_at_work,euclidean,6.206945665771833,Maiores Distancias,0.13361902164608003,0.036070508572362416,0.03314328193664551
abstenteeism_at_work,euclidean,6.173333600771953,Maiores Distancias,0.1216224783050423,0.026487896235692473,0.032158613204956055
abstenteeism_at_work,euclidean,6.083818285674667,Maiores Distancias,0.12004588466633098,0.03764866821547074,0.0328974723815918
abstenteeism_at_work,euclidean,6.097278684456291,Maiores Distancias,0.13358379641629098,0.034553772043868246,0.0308837890625
abstenteeism_at_work,euclidean,6.196937310407992,Maiores Distancias,0.10631067669981334,0.05912511236140281,0.03460335731506348
abstenteeism_at_work,euclidean,6.038669465501204,Maiores Distancias,0.12142078577828742,0.034566839541510866,0.03295326232910156
abstenteeism_at_work,euclidean,6.211260171091511,Maiores Distancias,0.14367570603780863,0.04131764230550123,0.03354644775390625
abstenteeism_at_work,euclidean,6.178080661313406,Maiores Distancias,0.09929261454031012,0.03852771908697939,0.0484468936920166
abstenteeism_at_work,euclidean,6.037982572857937,Maiores Distancias,0.07931530086699497,0.05524766375266493,0.04982256889343262
abstenteeism_at_work,euclidean,6.086214016411956,Maiores Distancias,0.12287126161399446,0.0392088699677613,0.05020618438720703
abstenteeism_at_work,euclidean,6.308287322450466,Maiores Distancias,0.1184305652647825,0.040542094096388086,0.0491938591003418
abstenteeism_at_work,euclidean,6.226417120031903,Maiores Distancias,0.12313789417370634,0.02363653144360426,0.04687809944152832
abstenteeism_at_work,euclidean,6.063819601488247,Maiores Distancias,0.15479087346533146,0.030600212522256132,0.04992389678955078
abstenteeism_at_work,euclidean,5.967691412237054,Maiores Distancias,0.12360215489798827,0.03571707420873611,0.049991607666015625
abstenteeism_at_work,euclidean,6.038669465501204,Maiores Distancias,0.13490542986160434,0.03248256028166568,0.049929141998291016
abstenteeism_at_work,euclidean,6.099748833969566,Maiores Distancias,0.1085193683809519,0.04954709693083835,0.0531005859375
abstenteeism_at_work,euclidean,6.199896696843566,Maiores Distancias,0.13375870335370493,0.032200437296399174,0.046853065490722656
abstenteeism_at_work,euclidean,5.791233504424835,Maiores Distancias,0.08878943853435006,0.023827620739007776,0.053328752517700195
abstenteeism_at_work,euclidean,6.083818285674667,Maiores Distancias,0.12397995495897099,0.024617263300622583,0.04644894599914551
abstenteeism_at_work,euclidean,5.963909898443917,Maiores Distancias,0.14021142493943417,0.027036643556038045,0.0504150390625
abstenteeism_at_work,euclidean,5.791233504424835,Maiores Distancias,0.08878943853435006,0.023827620739007776,0.04982399940490723
abstenteeism_at_work,euclidean,6.131441889541055,Maiores Distancias,0.1510366761347967,0.03916552769715056,0.05002641677856445
abstenteeism_at_work,euclidean,6.135490000651612,Maiores Distancias,0.11077038737623844,0.036502971034601546,0.04975247383117676
abstenteeism_at_work,euclidean,6.086214016411956,Maiores Distancias,0.09749404668574208,0.03622478210367158,0.05003833770751953
statlog_vehicle_silhouettes,manhattan,22.78482733891341,Maiores Distancias,0.30463670791292674,0.06895880413083062,0.0
statlog_vehicle_silhouettes,manhattan,22.78482733891341,Maiores Distancias,0.36626314329656917,0.09889421146754995,0.013935565948486328
statlog_vehicle_silhouettes,manhattan,21.005580011022726,Maiores Distancias,0.309889383482749,0.07534009712505935,0.0
statlog_vehicle_silhouettes,manhattan,22.78482733891341,Maiores Distancias,0.1356328763222004,0.012175282005280641,0.0
statlog_vehicle_silhouettes,manhattan,25.507866226041692,Maiores Distancias,0.3442084373745259,0.09294632085129756,0.0
statlog_vehicle_silhouettes,manhattan,22.78482733891341,Maiores Distancias,0.3560217565946342,0.10714337936338922,0.0
statlog_vehicle_silhouettes,manhattan,22.78482733891341,Maiores Distancias,0.36207436132315735,0.09675073424668948,0.016514062881469727
statlog_vehicle_silhouettes,manhattan,22.78482733891341,Maiores Distancias,0.41751122319491907,0.09836509679424339,0.0
statlog_vehicle_silhouettes,manhattan,22.78482733891341,Maiores Distancias,0.41646434454570513,0.10087384515329562,0.001588582992553711
statlog_vehicle_silhouettes,manhattan,22.78482733891341,Maiores Distancias,0.4112001744693356,0.08355825456076246,0.0
statlog_vehicle_silhouettes,manhattan,22.848717146127875,Maiores Distancias,0.4117858756100566,0.10283462582109518,0.0015268325805664062
