,label,distance_type,algorithm,precision,radius_min,silhouette_mean,silhouette_max,rand_index_mean,rand_index_max,exec_time_mean
26,11: 0.5,euclidean,Busca Binaria 1,3,1.989544566935773,0.40270421895764197,0.4802247323737614,0.5344502796819233,0.7962020223225219,0.006462779633336405
27,11: 0.5,euclidean,Busca Binaria 1,4,1.989544566935773,0.4221125124017925,0.4893981523994541,0.569545487473253,0.7600841396888148,0.008799307933332064
28,11: 0.5,euclidean,Busca Binaria 1,5,1.989544566935773,0.41623343867023804,0.48540995010609844,0.5527466837269236,0.7576103202238489,0.011814318666668554
29,11: 0.5,euclidean,Busca Binaria 1,6,1.823749186357792,0.42259673212198656,0.4875343466482103,0.572580723516494,0.77548979508227,0.014285552200000969
30,11: 0.5,euclidean,Busca Binaria 2,2,1.989544566935773,0.39653163081762094,0.39653163081762094,0.5197717279798406,0.5197717279798406,0.06105557000000772
31,11: 0.5,euclidean,Busca Binaria 2,20,1.753353949236776,0.45467589562535815,0.45467589562535815,0.6902354173033639,0.6902354173033639,0.5747604739999872
32,11: 0.5,euclidean,Busca Binaria 2,3,1.989544566935773,0.4166960783764887,0.4166960783764887,0.48029711241123885,0.48029711241123885,0.12325322899999946
33,11: 0.5,euclidean,Busca Binaria 2,4,1.989544566935773,0.43681535422507334,0.43681535422507334,0.6275904796170856,0.6275904796170856,0.13431068200000595
34,11: 0.5,euclidean,Busca Binaria 2,5,1.823749186357792,0.4576821482055984,0.4576821482055984,0.6009294785032734,0.6009294785032734,0.1723135930000126
35,11: 0.5,euclidean,Busca Binaria 2,6,1.6579538057798109,0.4622931053599029,0.4622931053599029,0.6863386574206797,0.6863386574206797,0.3149735979999946
36,11: 0.5,manhattan,Busca Binaria 1,2,2.673101007759313,0.41396942639138296,0.5033487572347018,0.5581652088533998,0.7624074637273579,0.0003811067999995051
37,11: 0.5,manhattan,Busca Binaria 1,20,2.546691316293848,0.4295425222913895,0.503897938794992,0.5952448434379605,0.7682385323908989,0.0024495763999965448
38,11: 0.5,manhattan,Busca Binaria 1,3,2.673101007759313,0.4361792436774762,0.49753204853901944,0.606745242315057,0.7820028708973262,0.000470363333333997
39,11: 0.5,manhattan,Busca Binaria 1,4,2.450342590446037,0.4351033393122016,0.5042229249354878,0.5823532573413029,0.7553055259844496,0.0005765555666670252
40,11: 0.5,manhattan,Busca Binaria 1,5,2.227584173132761,0.43094003709203366,0.5026792619827659,0.5825351465880855,0.7708156909708469,0.0007017405666658761
41,11: 0.5,manhattan,Busca Binaria 1,6,2.227584173132761,0.44497039000389654,0.5030012558620943,0.6169438208952623,0.8045306930639782,0.0008322396999981644
42,11: 0.5,manhattan,Busca Binaria 2,2,2.673101007759313,0.4089914381820921,0.4089914381820921,0.6006908910585903,0.6006908910585903,0.00539063299999043
43,11: 0.5,manhattan,Busca Binaria 2,20,2.2449939725327637,0.49002806210811545,0.49002806210811545,0.6912097554930283,0.6912097554930283,0.03315992899999287
44,11: 0.5,manhattan,Busca Binaria 2,3,2.673101007759313,0.42495385571113803,0.42495385571113803,0.5074401250819299,0.5074401250819299,0.004252901999990399
45,11: 0.5,manhattan,Busca Binaria 2,4,2.227584173132761,0.48824108902003066,0.48824108902003066,0.6860776458061805,0.6860776458061805,0.0055785079999850495
46,11: 0.5,manhattan,Busca Binaria 2,5,2.227584173132761,0.46624179784892894,0.46624179784892894,0.7055906679602845,0.7055906679602845,0.0111710740000035
47,11: 0.5,manhattan,Busca Binaria 2,6,2.227584173132761,0.45320358963926805,0.45320358963926805,0.6813499465807605,0.6813499465807605,0.01493534600001567
48,12: 0.5,euclidean,Busca Binaria 1,2,2.52906961458052,0.27529612076359833,0.34175057423345306,0.12147195814543221,0.19504982192972659,0.005148587800000352
49,12: 0.5,euclidean,Busca Binaria 1,20,2.4631569726477887,0.2769444524423739,0.3450119642494079,0.11742261324450573,0.187035175879397,0.04316859743333055
50,12: 0.5,euclidean,Busca Binaria 1,3,2.52906961458052,0.26595235705364734,0.3355730506972181,0.10451615368475743,0.17395467891983776,0.00777288120000037
51,12: 0.5,euclidean,Busca Binaria 1,4,2.52906961458052,0.26138386070520814,0.32224793983373806,0.10388034410570633,0.19155833436806038,0.009082133433335571
52,12: 0.5,euclidean,Busca Binaria 1,5,2.52906961458052,0.27010400637187604,0.3233079982878479,0.10625839559208973,0.16278373599651366,0.011919152433332176
53,12: 0.5,euclidean,Busca Binaria 1,6,2.52906961458052,0.2773510502610174,0.3456941750207441,0.12302533708432221,0.1936227779876031,0.014072070833333328
54,12: 0.5,euclidean,Busca Binaria 2,2,2.52906961458052,0.3316950434250584,0.3316950434250584,0.14978145201503074,0.14978145201503074,0.06124348000000168
55,12: 0.5,euclidean,Busca Binaria 2,20,2.212829788773579,0.28833883507049035,0.28833883507049035,0.14249953482835048,0.14249953482835048,0.5848164150000059
56,12: 0.5,euclidean,Busca Binaria 2,3,2.52906961458052,0.31863460119521486,0.31863460119521486,0.13280950378702422,0.13280950378702422,0.1112952949999908
57,12: 0.5,euclidean,Busca Binaria 2,4,2.52906961458052,0.2821377411419908,0.2821377411419908,0.11403709927547931,0.11403709927547931,0.1291351739999982
58,12: 0.5,euclidean,Busca Binaria 2,5,2.318313813365477,0.31740690061045124,0.31740690061045124,0.14920906156709293,0.14920906156709293,0.22601357100000996
59,12: 0.5,euclidean,Busca Binaria 2,6,2.318313813365477,0.2968434982102363,0.2968434982102363,0.133066653206471,0.133066653206471,0.24929272899998978
60,12: 0.5,manhattan,Busca Binaria 1,2,3.572364006854519,0.2675978915541745,0.32151191724840233,0.11665400403228467,0.19575904533045602,0.00035319819999889054
61,12: 0.5,manhattan,Busca Binaria 1,20,3.2727954980399714,0.2612788969173917,0.32776582450147007,0.11668026866373561,0.19481519318913734,0.002351950733329507
62,12: 0.5,manhattan,Busca Binaria 1,3,3.572364006854519,0.25128806913517965,0.33685992935215076,0.0904570196176586,0.18856046444819205,0.0004009041666696097
63,12: 0.5,manhattan,Busca Binaria 1,4,2.976970005712099,0.26158220263778487,0.30918825780693976,0.11091530339611973,0.17589276450436908,0.0005444546333393419
64,12: 0.5,manhattan,Busca Binaria 1,5,3.274667006283309,0.2512086391190607,0.3050114052630624,0.09782292448333939,0.1661036956446007,0.0006826889666674182
65,12: 0.5,manhattan,Busca Binaria 1,6,2.976970005712099,0.2729116558089785,0.3487209844472549,0.12531118457097104,0.1990629917875914,0.0008001901333348845
66,12: 0.5,manhattan,Busca Binaria 2,2,3.572364006854519,0.2787603423600363,0.2787603423600363,0.11629877183745867,0.11629877183745867,0.003363671000016666
67,12: 0.5,manhattan,Busca Binaria 2,20,3.051984780300615,0.28412811204769345,0.28412811204769345,0.12757805513841317,0.12757805513841317,0.02798235899999213
68,12: 0.5,manhattan,Busca Binaria 2,3,3.572364006854519,0.3072347771013715,0.3072347771013715,0.16937275807054863,0.16937275807054863,0.006397461000005933
69,12: 0.5,manhattan,Busca Binaria 2,4,2.976970005712099,0.3183618023333092,0.3183618023333092,0.1605876529704286,0.1605876529704286,0.005103110000021616
70,12: 0.5,manhattan,Busca Binaria 2,5,3.125818505997704,0.24592563100887327,0.24592563100887327,0.0842519436966818,0.0842519436966818,0.006336562999990747
71,12: 0.5,manhattan,Busca Binaria 2,6,3.0513942558549014,0.30933011189649556,0.30933011189649556,0.13876827811924652,0.13876827811924652,0.009572501999997485
72,13: 0.5,euclidean,Busca Binaria 1,2,2.4571040405272075,0.27734707214205223,0.3163351581527442,0.1450061305098674,0.29140051370190645,0.004828730166662846
73,13: 0.5,euclidean,Busca Binaria 1,20,2.380319539260732,0.28723639848643506,0.3235013613041623,0.1437980826704012,0.25998839224939335,0.04420548980000092
74,13: 0.5,euclidean,Busca Binaria 1,3,2.4571040405272075,0.2771382412036309,0.3144850506661724,0.14439747279738976,0.267788574563122,0.005694936833334433
75,13: 0.5,euclidean,Busca Binaria 1,4,2.4571040405272075,0.2859392504075849,0.3182444846964784,0.1399789769756188,0.23862095178719933,0.009134319500004533
76,13: 0.5,euclidean,Busca Binaria 1,5,2.4571040405272075,0.26411149360590525,0.3221046389059862,0.10183437218534037,0.2906318313783783,0.011516284700002188
77,13: 0.5,euclidean,Busca Binaria 1,6,2.3547247055052405,0.28377992120048173,0.3184810661694725,0.13027660263850827,0.23880280550078342,0.01532379583333352
78,13: 0.5,euclidean,Busca Binaria 2,2,2.4571040405272075,0.29476593627810244,0.29476593627810244,0.11528503418587827,0.11528503418587827,0.05224031500000592
79,13: 0.5,euclidean,Busca Binaria 2,20,2.279749214095263,0.29422430407209144,0.29422430407209144,0.1253808526989402,0.1253808526989402,0.5582084849999944
80,13: 0.5,euclidean,Busca Binaria 2,3,2.4571040405272075,0.3129917951197661,0.3129917951197661,0.23759566080717917,0.23759566080717917,0.12014574400001266
81,13: 0.5,euclidean,Busca Binaria 2,4,2.4571040405272075,0.2897324124310616,0.2897324124310616,0.18231276291147752,0.18231276291147752,0.17714988900002027
82,13: 0.5,euclidean,Busca Binaria 2,5,2.3547247055052405,0.30159591203393876,0.30159591203393876,0.16597056424187664,0.16597056424187664,0.1940769800000055
83,13: 0.5,euclidean,Busca Binaria 2,6,2.3547247055052405,0.2436302565462596,0.2436302565462596,0.05617344798962363,0.05617344798962363,0.2494787859999974
84,13: 0.5,manhattan,Busca Binaria 1,2,3.285305437916727,0.2783067178708057,0.3201344018269592,0.13668854506415362,0.26634073113294643,0.0003780674666681231
85,13: 0.5,manhattan,Busca Binaria 1,20,3.1478788161730202,0.27484390276575643,0.3107842750083031,0.13779524173572172,0.21888375537955324,0.002448666133332722
86,13: 0.5,manhattan,Busca Binaria 1,3,3.285305437916727,0.27591492155632086,0.31567598746290687,0.13496599204300172,0.28830248129184716,0.00038442623333310164
87,13: 0.5,manhattan,Busca Binaria 1,4,2.7377545315972727,0.27067256855468463,0.3049666162963899,0.12983456746029473,0.22356218737536845,0.00047344406666619915
88,13: 0.5,manhattan,Busca Binaria 1,5,2.7377545315972727,0.28463287933201004,0.3127221707765527,0.17010363954842805,0.28557335920921045,0.0006145139000002094
89,13: 0.5,manhattan,Busca Binaria 1,6,3.285305437916727,0.2858720957055401,0.3206636138870769,0.18045712542007208,0.2764028083824097,0.0007202382666662288
90,13: 0.5,manhattan,Busca Binaria 2,2,3.285305437916727,0.30120499348392976,0.30120499348392976,0.18688372776410306,0.18688372776410306,0.0034288880000019617
91,13: 0.5,manhattan,Busca Binaria 2,20,2.8773576214058014,0.29991840378827567,0.29991840378827567,0.1904685993443466,0.1904685993443466,0.03334932000001345
92,13: 0.5,manhattan,Busca Binaria 2,3,2.7377545315972727,0.3074544747321507,0.3074544747321507,0.25598944099630355,0.25598944099630355,0.004194501999990052
93,13: 0.5,manhattan,Busca Binaria 2,4,3.285305437916727,0.262234912256767,0.262234912256767,0.12041501068577094,0.12041501068577094,0.006226894999997512
94,13: 0.5,manhattan,Busca Binaria 2,5,3.011529984757,0.25526977030789294,0.25526977030789294,0.07957389188279465,0.07957389188279465,0.00944054900000424
95,13: 0.5,manhattan,Busca Binaria 2,6,2.7377545315972727,0.30470464848044704,0.30470464848044704,0.22738667905108947,0.22738667905108947,0.011682629999995697
96,14: 0.5,euclidean,Busca Binaria 1,2,1.9445076400859205,0.3490035635440002,0.4172023754125959,0.4265557525856796,0.682258804127875,0.002366263266667564
97,14: 0.5,euclidean,Busca Binaria 1,20,1.920454485683816,0.36560094755929096,0.41392511360890094,0.47424546215759533,0.7050303142057466,0.020376847933333882
98,14: 0.5,euclidean,Busca Binaria 1,3,1.9445076400859205,0.36083658855813455,0.4135242641598252,0.4755620124865218,0.69532887449121,0.003117938666670739
99,14: 0.5,euclidean,Busca Binaria 1,4,1.782465336745427,0.36980219047620816,0.41594572930583606,0.47194207674695016,0.7128707079668479,0.00475425073333137
100,14: 0.5,euclidean,Busca Binaria 1,5,1.8634864884156737,0.36450366879383606,0.41489973407271147,0.46154564009817567,0.6795443707289385,0.006597132966666664
101,14: 0.5,euclidean,Busca Binaria 1,6,1.782465336745427,0.35665042713625295,0.4161417967538647,0.46664843294431096,0.6802816145185416,0.00703495313333633
102,14: 0.5,euclidean,Busca Binaria 2,2,1.9445076400859205,0.3998414994987144,0.3998414994987144,0.5555785297121101,0.5555785297121101,0.02487029200000279
103,14: 0.5,euclidean,Busca Binaria 2,20,1.7388195430050954,0.39182156881611324,0.39182156881611324,0.598988775376575,0.598988775376575,0.4150807670000063
104,14: 0.5,euclidean,Busca Binaria 2,3,1.9445076400859205,0.3787183263056311,0.3787183263056311,0.5883844235146591,0.5883844235146591,0.028955553000002965
105,14: 0.5,euclidean,Busca Binaria 2,4,1.6204230334049337,0.38710568841776316,0.38710568841776316,0.48298463239655964,0.48298463239655964,0.0478559389999873
106,14: 0.5,euclidean,Busca Binaria 2,5,1.782465336745427,0.40242911026853084,0.40242911026853084,0.5964066547349421,0.5964066547349421,0.10145395500001086
107,14: 0.5,euclidean,Busca Binaria 2,6,1.782465336745427,0.4108793446934856,0.4108793446934856,0.6090035105484837,0.6090035105484837,0.1272386540000241
108,14: 0.5,manhattan,Busca Binaria 1,2,2.6389544427895633,0.35829553222920724,0.42570368552340293,0.4361268669124064,0.6589426388613763,0.0003550432999996171
109,14: 0.5,manhattan,Busca Binaria 1,20,2.4739392556168394,0.37924977785275776,0.4248381582948454,0.49127434268020503,0.687108712714008,0.0023283604333319847
110,14: 0.5,manhattan,Busca Binaria 1,3,2.6389544427895633,0.35081813211266355,0.412595941644919,0.43353938938392295,0.6436511299114822,0.000380317533333141
111,14: 0.5,manhattan,Busca Binaria 1,4,2.4190415725570995,0.35887815425965663,0.4185560788884553,0.4426744147791775,0.6592838815041783,0.00047740906666338866
112,14: 0.5,manhattan,Busca Binaria 1,5,2.5289980076733314,0.38008875349107357,0.4285038528001195,0.4947820932371648,0.694902936665592,0.00063968359999933
113,14: 0.5,manhattan,Busca Binaria 1,6,2.5839762252314475,0.3781607267152138,0.4265524718132735,0.49163441442764794,0.707040671580388,0.0007586575333325148
114,14: 0.5,manhattan,Busca Binaria 2,2,2.6389544427895633,0.40300925788665765,0.40300925788665765,0.5127181412197043,0.5127181412197043,0.0035593529999857765
115,14: 0.5,manhattan,Busca Binaria 2,20,2.1990213229934676,0.40704495400455815,0.40704495400455815,0.654768159632863,0.654768159632863,0.0585132599999838
116,14: 0.5,manhattan,Busca Binaria 2,3,2.6389544427895633,0.4068543877687453,0.4068543877687453,0.6200724356711311,0.6200724356711311,0.006691299000010531
117,14: 0.5,manhattan,Busca Binaria 2,4,2.4190415725570995,0.38942219443365217,0.38942219443365217,0.4788244873944749,0.4788244873944749,0.010040986999996449
118,14: 0.5,manhattan,Busca Binaria 2,5,2.1991287023246358,0.40965557356267207,0.40965557356267207,0.6273412374807881,0.6273412374807881,0.00718859499997393
119,14: 0.5,manhattan,Busca Binaria 2,6,2.3090851374408676,0.4127569809060953,0.4127569809060953,0.6339083114186063,0.6339083114186063,0.01227834100001246
120,15: 0.5,euclidean,Busca Binaria 1,2,2.098978650677629,0.3775983998592349,0.4396324099638296,0.3605437738445414,0.4974601195632063,0.0023588651666652063
121,15: 0.5,euclidean,Busca Binaria 1,20,2.09863702003787,0.3728813216182975,0.44200025057310777,0.3234448864436682,0.5016393074066718,0.040958406933330596
122,15: 0.5,euclidean,Busca Binaria 1,3,2.798638200903505,0.33639652699563655,0.4414980111033323,0.2984185640358276,0.4733105319943888,0.002558633599999401
123,15: 0.5,euclidean,Busca Binaria 1,4,2.098978650677629,0.36195191243958624,0.43820250749371514,0.3122281121572314,0.46573206131841755,0.004057884133335203
124,15: 0.5,euclidean,Busca Binaria 1,5,2.098978650677629,0.369719476343972,0.44637589283334866,0.3385146676114096,0.4888341669974119,0.004896339733335253
125,15: 0.5,euclidean,Busca Binaria 1,6,2.186436094455863,0.36575843578025646,0.4417781758681074,0.3148077624663191,0.4896054649436872,0.014441136399998793
126,15: 0.5,euclidean,Busca Binaria 2,2,2.098978650677629,0.43952127176549993,0.43952127176549993,0.34933910053238326,0.34933910053238326,0.0330371619999994
127,15: 0.5,euclidean,Busca Binaria 2,20,2.099160141955001,0.42013216458176456,0.42013216458176456,0.36437936949587085,0.36437936949587085,0.5468176669999707
128,15: 0.5,euclidean,Busca Binaria 2,3,2.098978650677629,0.40932729361678016,0.40932729361678016,0.32488899832617785,0.32488899832617785,0.051483305000004975
129,15: 0.5,euclidean,Busca Binaria 2,4,2.098978650677629,0.4360614914804311,0.4360614914804311,0.3961759767155491,0.3961759767155491,0.09972135300000673
130,15: 0.5,euclidean,Busca Binaria 2,5,1.92406376312116,0.42574350377639225,0.42574350377639225,0.3731072497486605,0.3731072497486605,0.22686444000001416
131,15: 0.5,euclidean,Busca Binaria 2,6,1.92406376312116,0.42739887632901313,0.42739887632901313,0.3680218823821957,0.3680218823821957,0.27129132400000344
132,15: 0.5,manhattan,Busca Binaria 1,2,2.679659692734922,0.3374548162439113,0.4267195242882633,0.3012460319907328,0.4770858746148971,0.0003752336000000393
133,15: 0.5,manhattan,Busca Binaria 1,20,2.6785148185986216,0.37608464763538685,0.436843517135542,0.34276227250252617,0.4834820542777102,0.002353823733333608
134,15: 0.5,manhattan,Busca Binaria 1,3,2.679659692734922,0.3464249484848028,0.4381006359009127,0.3137176447905789,0.45691322862295525,0.0003990338666663244
135,15: 0.5,manhattan,Busca Binaria 1,4,2.679659692734922,0.3383572037873693,0.43762790116522654,0.29096420408356816,0.4819380136284346,0.0004728055666665417
136,15: 0.5,manhattan,Busca Binaria 1,5,2.679659692734922,0.38240622677729624,0.43804460970954473,0.35460547601689757,0.49840625101348884,0.0005836071333362725
137,15: 0.5,manhattan,Busca Binaria 1,6,2.679659692734922,0.3955172917593949,0.436843517135542,0.37692182910375843,0.5201877521372638,0.0007548657000010432
138,15: 0.5,manhattan,Busca Binaria 2,2,2.679659692734922,0.4236888875614274,0.4236888875614274,0.46615082077571957,0.46615082077571957,0.005889655000004268
139,15: 0.5,manhattan,Busca Binaria 2,20,2.494258229924288,0.43456834453671794,0.43456834453671794,0.40551946526325683,0.40551946526325683,0.04820563900000252
140,15: 0.5,manhattan,Busca Binaria 2,3,2.679659692734922,0.4011319553882784,0.4011319553882784,0.3972165457395566,0.3972165457395566,0.007746491999995442
141,15: 0.5,manhattan,Busca Binaria 2,4,2.679659692734922,0.42834115399058076,0.42834115399058076,0.4169613961707758,0.4169613961707758,0.006610614999999598
142,15: 0.5,manhattan,Busca Binaria 2,5,2.679659692734922,0.4328272890352356,0.4328272890352356,0.4514696035410319,0.4514696035410319,0.010918893999985357
143,15: 0.5,manhattan,Busca Binaria 2,6,2.5121809619389897,0.4232834675550109,0.4232834675550109,0.45878633680460046,0.45878633680460046,0.014301321000004918
144,16: 0.5,euclidean,Busca Binaria 1,2,2.1159822964543102,0.31017023568260965,0.3897524229524365,0.28216341593197153,0.5080497562949854,0.0036612564999984444
145,16: 0.5,euclidean,Busca Binaria 1,20,2.2316139787515983,0.35513826274236704,0.3945636498606906,0.3447179986300215,0.4612945996491969,0.04720790779999788
146,16: 0.5,euclidean,Busca Binaria 1,3,2.1159822964543102,0.3321161559781601,0.39070209532613515,0.3030463495740082,0.44424661056553866,0.005357596966659154
147,16: 0.5,euclidean,Busca Binaria 1,4,2.1159822964543102,0.3361982226883647,0.39366713821002547,0.30343452636271906,0.45040236260404,0.007603323500006809
148,16: 0.5,euclidean,Busca Binaria 1,5,2.1159822964543102,0.33692544827492077,0.4044776784838766,0.3422502097989948,0.4861531326102541,0.015056208199994595
149,16: 0.5,euclidean,Busca Binaria 1,6,2.1159822964543102,0.33218634172931744,0.38349442060743294,0.29975072642957473,0.46701478605197744,0.01666985119999822
150,16: 0.5,euclidean,Busca Binaria 2,2,2.1159822964543102,0.36802838380422337,0.36802838380422337,0.37097173675387174,0.37097173675387174,0.03276800399999047
151,16: 0.5,euclidean,Busca Binaria 2,20,2.0582041238544413,0.38249118516597025,0.38249118516597025,0.37769566864770765,0.37769566864770765,0.5704385039999806
152,16: 0.5,euclidean,Busca Binaria 2,3,2.4686460125300287,0.21595874169778453,0.21595874169778453,0.13654033295115992,0.13654033295115992,0.07184393
153,16: 0.5,euclidean,Busca Binaria 2,4,1.939650438416451,0.3880685628347015,0.3880685628347015,0.39014061298749814,0.39014061298749814,0.2081798039999967
154,16: 0.5,euclidean,Busca Binaria 2,5,2.0278163674353804,0.33932316155865117,0.33932316155865117,0.3092011113942361,0.3092011113942361,0.28207270699999754
155,16: 0.5,euclidean,Busca Binaria 2,6,2.071899331944845,0.3840569558193666,0.3840569558193666,0.353570799093801,0.353570799093801,0.3591714970000339
156,16: 0.5,manhattan,Busca Binaria 1,2,2.8380106556057445,0.3235436985689138,0.3997968469236835,0.2842096988671592,0.4501727643384142,0.00039285479999572693
157,16: 0.5,manhattan,Busca Binaria 1,20,2.7769511612148126,0.3377018474328803,0.39503436928751784,0.33547407651516986,0.4690473085073643,0.0028512036999965556
158,16: 0.5,manhattan,Busca Binaria 1,3,2.8380106556057445,0.33112054039361016,0.3989937893961282,0.3163183770062777,0.4892292776662534,0.0005244220333281646
159,16: 0.5,manhattan,Busca Binaria 1,4,2.8380106556057445,0.3338620318839063,0.3994858504344603,0.31999525449477934,0.4798092860392797,0.0006321646999992936
160,16: 0.5,manhattan,Busca Binaria 1,5,2.7197602116221717,0.361875407351608,0.40227777761634775,0.3710778342222464,0.4663311782834911,0.0008076315999990887
161,16: 0.5,manhattan,Busca Binaria 1,6,2.4832593236550267,0.3495292701630626,0.40276980223509556,0.3611520421205234,0.44586104043974123,0.0008858981999992465
162,16: 0.5,manhattan,Busca Binaria 2,2,2.8380106556057445,0.37283136354464264,0.37283136354464264,0.39266887768591,0.39266887768591,0.005379890000028809
163,16: 0.5,manhattan,Busca Binaria 2,20,2.4148957857270235,0.3884047957079435,0.3884047957079435,0.3996788116704028,0.3996788116704028,0.05681584300003806
164,16: 0.5,manhattan,Busca Binaria 2,3,2.8380106556057445,0.3324566288913544,0.3324566288913544,0.31702322437261815,0.31702322437261815,0.0037862910000399097
165,16: 0.5,manhattan,Busca Binaria 2,4,2.8380106556057445,0.38202998020190143,0.38202998020190143,0.4170240394154475,0.4170240394154475,0.008255235999968136
166,16: 0.5,manhattan,Busca Binaria 2,5,2.601509767638599,0.38549950343713213,0.38549950343713213,0.4361347198799913,0.4361347198799913,0.010970232999966356
167,16: 0.5,manhattan,Busca Binaria 2,6,2.42413410166324,0.37184432783599114,0.37184432783599114,0.3490500888211375,0.3490500888211375,0.010031404000017119
168,17: 0.5,euclidean,Busca Binaria 1,2,2.1319672543713195,0.42068955754956405,0.46447711201194203,0.5251976374147672,0.6379899497487437,0.005298954900003612
169,17: 0.5,euclidean,Busca Binaria 1,20,1.7461033893223439,0.4284975385243358,0.47602177059876,0.5597756283831671,0.7061781757854514,0.0490903529333328
170,17: 0.5,euclidean,Busca Binaria 1,3,1.7766393786427663,0.4207108645778795,0.4737863645310584,0.5245062541442479,0.7060269146127242,0.007785414866670711
171,17: 0.5,euclidean,Busca Binaria 1,4,1.5989754407784895,0.42117560878484145,0.4714287936733052,0.5337666723899115,0.7112625357500005,0.009746228433327057
172,17: 0.5,euclidean,Busca Binaria 1,5,1.687807409710628,0.429782575606399,0.4746242104678912,0.5371439894371697,0.7278433440179735,0.012281471500004196
173,17: 0.5,euclidean,Busca Binaria 1,6,1.687807409710628,0.41347307492356755,0.46625331323872726,0.5247384362890473,0.6400610299420225,0.01458530626666743
