Dataset,Distance,Radius,Silhouette Score,Adjusted Rand Index,Execution Time
noisy_circles,manhattan,Maiores Distancias,2.587739827761521,0.35457735992405026,-0.00026825007079178524,0.0009915828704833984
noisy_circles,manhattan,Maiores Distancias,2.4928309150304493,0.3720294556232342,-0.0008850142758705365,0.0
noisy_circles,manhattan,Maiores Distancias,2.3142071399767614,0.33759645042132913,0.011397331925520286,0.0010819435119628906
noisy_circles,manhattan,Maiores Distancias,3.0550968395403024,0.35912196993662576,-0.0010118751135080248,0.0010142326354980469
noisy_circles,manhattan,Maiores Distancias,2.5058215069771457,0.2732984400723922,0.0419548439546081,0.0018813610076904297
noisy_circles,manhattan,Maiores Distancias,2.4781114707239498,0.3698265254143911,0.004369549456280248,0.0009958744049072266
noisy_circles,manhattan,Maiores Distancias,2.6273869977629833,0.37054057000873314,0.001481850561678654,0.0009961128234863281
noisy_circles,manhattan,Maiores Distancias,2.6273869977629833,0.3716084344520878,0.0012932545103721898,0.0009984970092773438
noisy_circles,euclidean,Maiores Distancias,2.6045517351989655,0.3542176936945461,-0.002513548830619195,0.0
noisy_circles,euclidean,Maiores Distancias,2.517145160830325,0.3594113525617609,-0.002198185789456713,0.0
noisy_circles,euclidean,Maiores Distancias,2.1929035316203453,0.3201959081412174,0.005052643299795944,0.0
noisy_circles,euclidean,Maiores Distancias,2.6413045873286265,0.3636389031003522,-0.002133952950609974,0.0011448860168457031
noisy_circles,euclidean,Maiores Distancias,2.1936309444002493,0.32366891143574517,0.0044273059329731105,0.0
noisy_circles,euclidean,Maiores Distancias,2.0978336468364187,0.32690929430122734,0.008542213113739733,0.0
noisy_circles,euclidean,Maiores Distancias,2.065135439443237,0.30392707675064135,0.014089500750938847,0.0
noisy_circles,euclidean,Maiores Distancias,2.3833346903805204,0.36665067457445943,-0.0015629414921519704,0.0
noisy_circles,euclidean,Maiores Distancias,2.150948830927906,0.3220426190695513,0.009070042004971473,0.0
noisy_circles,euclidean,Maiores Distancias,2.1929035316203453,0.3201959081412174,0.005052643299795944,0.0
noisy_circles,euclidean,Maiores Distancias,2.493324926943415,0.36526070734080496,-0.0018711897222547997,0.0
noisy_circles,euclidean,Maiores Distancias,2.0436064186289182,0.31949043522003695,0.014455335382058086,0.0
noisy_circles,euclidean,Maiores Distancias,2.361235833954445,0.33166513928847313,0.0035677995546743776,0.0017478466033935547
noisy_circles,euclidean,Maiores Distancias,2.3614656971663126,0.3653939323633741,-0.0021920349120717005,0.0
noisy_circles,euclidean,Maiores Distancias,2.3599141369972862,0.374513209991451,-0.0014284454043999924,0.0
noisy_circles,euclidean,Maiores Distancias,2.3599141369972862,0.374513209991451,-0.0014284454043999924,0.015105485916137695
noisy_circles,euclidean,Maiores Distancias,2.5272268190658256,0.3628759907522084,-0.0016526899467437638,0.0
noisy_circles,euclidean,Maiores Distancias,2.26971983115305,0.3132386621023191,0.008421609285891234,0.0
noisy_circles,euclidean,Maiores Distancias,2.566505177053698,0.3714082177613756,-0.0026264974817959497,0.0
noisy_circles,euclidean,Maiores Distancias,2.446641616967028,0.35247340839535996,-0.0013504115418233604,0.0
noisy_circles,euclidean,Maiores Distancias,2.1952170651472143,0.2866102997632824,0.031191529701915095,0.0
noisy_circles,euclidean,Maiores Distancias,2.517145160830325,0.3594113525617609,-0.002198185789456713,0.0
noisy_circles,euclidean,Maiores Distancias,2.602711728437807,0.36887770619550503,-0.0022566268078018617,0.015668392181396484
noisy_circles,euclidean,Maiores Distancias,2.1885697550491585,0.32321619084699005,0.006322994610877396,0.002437591552734375
noisy_circles,euclidean,Maiores Distancias,2.0622322889434326,0.3229849721814609,0.011564585091066093,0.0
noisy_circles,euclidean,Maiores Distancias,2.118795712278996,0.3083906116422103,0.013413049302978111,0.0067408084869384766
noisy_circles,euclidean,Maiores Distancias,2.58349274191251,0.3529834935101835,-0.0002499166328391934,0.0
noisy_circles,euclidean,Maiores Distancias,2.292315860501704,0.3136805877241409,0.009208703187830526,0.0
noisy_circles,euclidean,Maiores Distancias,2.6862595620684253,0.3703095510046921,-0.0025822062328903117,0.0
noisy_circles,euclidean,Maiores Distancias,2.58349274191251,0.36709716154663463,-0.0018614281513327584,0.0
noisy_moons,manhattan,Maiores Distancias,2.2766546369927827,0.40402832748480644,0.4305483622222706,0.002999544143676758
noisy_moons,manhattan,Maiores Distancias,2.3067722281226644,0.3668364679479992,0.45918205580718346,0.0010027885437011719
noisy_moons,manhattan,Maiores Distancias,2.651727212910876,0.42201791615094636,0.363164883083858,0.0019986629486083984
noisy_moons,manhattan,Maiores Distancias,2.547723168737005,0.3181176720962768,0.24233900832765773,0.0019998550415039062
noisy_moons,manhattan,Maiores Distancias,2.3067722281226644,0.4174848951689469,0.39975319007517807,0.011916160583496094
noisy_moons,manhattan,Maiores Distancias,2.211552262717712,0.40509516179368693,0.44333965493280375,0.0
noisy_moons,manhattan,Maiores Distancias,3.215074928330263,0.3840557625345236,0.19500301287293886,0.0
noisy_moons,manhattan,Maiores Distancias,2.0239208434566707,0.4166523357849679,0.3732924516852739,0.009512186050415039
noisy_moons,manhattan,Maiores Distancias,2.3067722281226644,0.41950732747654185,0.3947291133081319,0.0
noisy_moons,manhattan,Maiores Distancias,2.1842892078470815,0.34758480884448495,0.3326899576814146,0.0019979476928710938
noisy_moons,manhattan,Maiores Distancias,2.3067722281226644,0.3637657692615308,0.4305434528763682,0.0014190673828125
noisy_moons,manhattan,Maiores Distancias,2.3969877396010597,0.3996678510070677,0.41754801094780747,0.00827336311340332
noisy_moons,manhattan,Maiores Distancias,2.453507185853534,0.4290370297653202,0.3300825776381782,0.0009887218475341797
noisy_moons,manhattan,Maiores Distancias,2.651727212910876,0.4300874769383209,0.32782393658441744,0.0
noisy_moons,manhattan,Maiores Distancias,2.614612190698246,0.3635748737846742,0.308763470363297,0.0020112991333007812
noisy_moons,manhattan,Maiores Distancias,2.1993730316682694,0.335287427359331,0.2884388559517288,0.0009913444519042969
noisy_moons,manhattan,Maiores Distancias,2.631090035282636,0.34062013393178747,0.307842189563153,0.0
noisy_moons,manhattan,Maiores Distancias,2.2747238289775744,0.3641336190142588,0.388778512559129,0.0019559860229492188
noisy_moons,manhattan,Maiores Distancias,3.197744208596905,0.3660667634362365,0.1613647058566331,0.0009949207305908203
noisy_moons,manhattan,Maiores Distancias,2.172207335244261,0.3651796677328369,0.3826852543822608,0.0009989738464355469
noisy_moons,manhattan,Maiores Distancias,2.453507185853534,0.4290370297653202,0.3300825776381782,0.0009987354278564453
noisy_moons,manhattan,Maiores Distancias,2.6410761030385768,0.43139078642715223,0.35150848643661337,0.0
noisy_moons,manhattan,Maiores Distancias,2.254573662350623,0.4151451422624577,0.48998920838515675,0.0
noisy_moons,manhattan,Maiores Distancias,1.905253592604264,0.3567699231184917,0.3177970117269803,0.0
noisy_moons,manhattan,Maiores Distancias,2.211552262717712,0.40509516179368693,0.44333965493280375,0.0
noisy_moons,manhattan,Maiores Distancias,2.3969877396010597,0.3996678510070677,0.41754801094780747,0.009537458419799805
noisy_moons,manhattan,Maiores Distancias,2.3067722281226644,0.3646279283057188,0.4657595930240876,0.0
noisy_moons,manhattan,Maiores Distancias,2.3613674950696018,0.42372271275834283,0.3557388381370754,0.0019941329956054688
noisy_moons,manhattan,Maiores Distancias,2.3067722281226644,0.4177918267923772,0.37315239451740706,0.0017333030700683594
noisy_moons,manhattan,Maiores Distancias,1.8811341351717021,0.3747724335007641,0.3504839096246188,0.0
noisy_moons,euclidean,Maiores Distancias,1.8258090017781672,0.3674169959571546,0.3486346633448524,0.0
noisy_moons,euclidean,Maiores Distancias,1.9772622481987048,0.3644317171814336,0.3503219251612278,0.0020246505737304688
noisy_moons,euclidean,Maiores Distancias,1.888936957142009,0.3765438005419063,0.3526150308949849,0.0
noisy_moons,euclidean,Maiores Distancias,2.1414968195194493,0.40037083979721366,0.37887689229415034,0.0008604526519775391
noisy_moons,euclidean,Maiores Distancias,2.2018406114863023,0.4189808183349659,0.3996147056331235,0.0
noisy_moons,euclidean,Maiores Distancias,1.9975929670341495,0.39739028408109667,0.3748127776228452,0.0
noisy_moons,euclidean,Maiores Distancias,1.8762858074614888,0.4149042363104328,0.36852824926050476,0.0
noisy_moons,euclidean,Maiores Distancias,2.124171586321535,0.3958808073510709,0.3817668140449172,0.0
noisy_moons,euclidean,Maiores Distancias,1.960978340754142,0.42387004660289906,0.3006833387840595,0.0007622241973876953
noisy_moons,euclidean,Maiores Distancias,1.7207132264297034,0.4125318556542351,0.306126612835642,0.0
noisy_moons,euclidean,Maiores Distancias,2.1004914701257777,0.4188257266524188,0.3959637660094968,0.012966632843017578
noisy_moons,euclidean,Maiores Distancias,1.960978340754142,0.42387004660289906,0.3006833387840595,0.0
noisy_moons,euclidean,Maiores Distancias,2.0974956432615643,0.4195503792972397,0.38783185431069866,0.0
noisy_moons,euclidean,Maiores Distancias,1.805816745686155,0.34983522203044315,0.32148854264101184,0.0
noisy_moons,euclidean,Maiores Distancias,1.941662654864737,0.3676732407746352,0.3471221157001712,0.0
noisy_moons,euclidean,Maiores Distancias,1.5244198265943867,0.4058589369553459,0.3915890308203235,0.0
noisy_moons,euclidean,Maiores Distancias,1.801164535690821,0.4169742112722223,0.335476728346694,0.015668869018554688
noisy_moons,euclidean,Maiores Distancias,1.8258090017781672,0.3674169959571546,0.3486346633448524,0.0
noisy_moons,euclidean,Maiores Distancias,2.1672333948771447,0.4147299315600088,0.4055965166960813,0.0
noisy_moons,euclidean,Maiores Distancias,1.7822217279317116,0.41324475154663864,0.310584603046566,0.0009987354278564453
noisy_moons,euclidean,Maiores Distancias,1.582060425292865,0.3855793783206618,0.37740982111507354,0.0
noisy_moons,euclidean,Maiores Distancias,1.9986931800438068,0.41587333027801726,0.37834214246652365,0.0
noisy_moons,euclidean,Maiores Distancias,1.955178327819377,0.366271346396234,0.32659218569198323,0.0
noisy_moons,euclidean,Maiores Distancias,1.9169735229426486,0.41666076162275584,0.36032433523976387,0.0
noisy_moons,euclidean,Maiores Distancias,1.7717302770856576,0.36971804950005716,0.35739894115200677,0.011589765548706055
noisy_moons,euclidean,Maiores Distancias,2.4245695891011914,0.39409402774148233,0.23394634025004,0.0
noisy_moons,euclidean,Maiores Distancias,1.9191017467108002,0.39615001013563017,0.3805442825506229,0.0
noisy_moons,euclidean,Maiores Distancias,1.801164535690821,0.41607018298476994,0.33734679419296865,0.001995086669921875
noisy_moons,euclidean,Maiores Distancias,1.870256529459592,0.32483968197870683,0.3015224260288544,0.0
noisy_moons,euclidean,Maiores Distancias,1.6196030502049819,0.35521800803635606,0.33621658002011656,0.0
varied_blobs,manhattan,Maiores Distancias,2.0762698080255984,0.5691868522586546,0.6405413786240911,0.0
varied_blobs,manhattan,Maiores Distancias,2.8656165495236228,0.5646093700866446,0.5385559888613141,0.016135692596435547
varied_blobs,manhattan,Maiores Distancias,2.3382396662947773,0.5469112994464287,0.5401686138779751,0.0010023117065429688
varied_blobs,manhattan,Maiores Distancias,2.182732146970565,0.5757120555252475,0.6596392380259315,0.0
varied_blobs,manhattan,Maiores Distancias,2.47998613317451,0.5768203244880247,0.5502276236370126,0.0
varied_blobs,manhattan,Maiores Distancias,2.4772338406296655,0.5766429597309128,0.5451062299867439,0.0
varied_blobs,manhattan,Maiores Distancias,2.630819776124465,0.5777088134467468,0.4893563137682241,0.0
varied_blobs,manhattan,Maiores Distancias,2.4772338406296655,0.5744195075578918,0.5388783516885944,0.0
varied_blobs,manhattan,Maiores Distancias,2.102912382117732,0.5682348890035591,0.6202785209653233,0.0
varied_blobs,manhattan,Maiores Distancias,2.4719356593536985,0.5745621272012413,0.48721450807208655,0.0
varied_blobs,manhattan,Maiores Distancias,2.4772338406296655,0.5766429597309128,0.5451062299867439,0.015009164810180664
varied_blobs,manhattan,Maiores Distancias,2.6985894673585795,0.5315833428154079,0.506498956090504,0.0
varied_blobs,manhattan,Maiores Distancias,2.47998613317451,0.5768203244880247,0.5502276236370126,0.0
varied_blobs,manhattan,Maiores Distancias,2.4756759296230775,0.5746930073342317,0.5465282378256907,0.0
varied_blobs,manhattan,Maiores Distancias,3.0104581666196486,0.3200026063198752,0.3626899244418146,0.0
varied_blobs,manhattan,Maiores Distancias,2.308696371392697,0.4957213488675539,0.5357805713711463,0.0
varied_blobs,manhattan,Maiores Distancias,2.4772338406296655,0.57911432350149,0.557661404339884,0.0
varied_blobs,manhattan,Maiores Distancias,2.9823880938638587,0.5782085948232368,0.49261807192581675,0.0
varied_blobs,manhattan,Maiores Distancias,2.8094269370970544,0.5784718294433685,0.509209685949246,0.0
varied_blobs,manhattan,Maiores Distancias,2.8094269370970544,0.5787028159955173,0.5103767776859585,0.0
varied_blobs,manhattan,Maiores Distancias,2.47998613317451,0.5765563948070567,0.5484774031585802,0.0
varied_blobs,manhattan,Maiores Distancias,2.4772338406296655,0.5744195075578918,0.5388783516885944,0.016078948974609375
varied_blobs,manhattan,Maiores Distancias,2.5783198541780123,0.576239951311948,0.5520210505964486,0.0
varied_blobs,manhattan,Maiores Distancias,2.8094269370970544,0.5606096250240601,0.4879583458220196,0.0
varied_blobs,manhattan,Maiores Distancias,2.4772338406296655,0.5718382370892886,0.5346544794368424,0.0
varied_blobs,manhattan,Maiores Distancias,2.7527601373473516,0.5819090054761961,0.4910801790363158,0.0
varied_blobs,manhattan,Maiores Distancias,2.787514945281562,0.5812833097150518,0.5678826200164954,0.0020971298217773438
varied_blobs,manhattan,Maiores Distancias,2.3758356767791895,0.5655247832704234,0.48773984786210045,0.0
varied_blobs,manhattan,Maiores Distancias,2.8094269370970544,0.5657009152005303,0.5241394367377858,0.0
varied_blobs,manhattan,Maiores Distancias,2.8094269370970544,0.5656342011980634,0.5225933683246502,0.0
varied_blobs,euclidean,Maiores Distancias,1.98049634849664,0.5813738320669889,0.5657916049746365,0.0
varied_blobs,euclidean,Maiores Distancias,1.7974777640095922,0.4603940685788961,0.5005036598771975,0.01566910743713379
varied_blobs,euclidean,Maiores Distancias,1.98049634849664,0.5226374264651584,0.5350339035696837,0.0
varied_blobs,euclidean,Maiores Distancias,1.6803721369936677,0.502826728143483,0.5372945655969485,0.0
varied_blobs,euclidean,Maiores Distancias,1.993466562560709,0.5619516198572216,0.48375199387443146,0.0027277469635009766
varied_blobs,euclidean,Maiores Distancias,1.6534496930671427,0.4896264308043997,0.5394468869133998,0.0
varied_blobs,euclidean,Maiores Distancias,1.8790853923537747,0.4599615620050005,0.5838851059040507,0.0
varied_blobs,euclidean,Maiores Distancias,1.8175313458346212,0.465567099592527,0.5608163689236794,0.0010993480682373047
varied_blobs,euclidean,Maiores Distancias,1.9809309272537194,0.5962254381912698,0.586652921817808,0.0
varied_blobs,euclidean,Maiores Distancias,1.993466562560709,0.5554993356266458,0.49221503278672096,0.0
varied_blobs,euclidean,Maiores Distancias,2.2930280480500165,0.5548535020439423,0.5059368112914886,0.0016932487487792969
varied_blobs,euclidean,Maiores Distancias,1.993466562560709,0.5596140702372866,0.4803038638853146,0.0
varied_blobs,euclidean,Maiores Distancias,1.98049634849664,0.5949040518282143,0.5891916254204698,0.010593891143798828
varied_blobs,euclidean,Maiores Distancias,1.9696354754344183,0.41473234037826556,0.4414131388714271,0.0
varied_blobs,euclidean,Maiores Distancias,2.0226978294956823,0.5562351637378956,0.4995508225274937,0.0
varied_blobs,euclidean,Maiores Distancias,1.9809309272537194,0.5896930976594492,0.5723490048315863,0.0
varied_blobs,euclidean,Maiores Distancias,1.98049634849664,0.5860582032746333,0.5723490048315863,0.0
varied_blobs,euclidean,Maiores Distancias,1.5815034620435646,0.49116896507165314,0.5358502917929634,0.0
varied_blobs,euclidean,Maiores Distancias,1.6807048857285665,0.42518507377952364,0.5249127301124016,0.0
varied_blobs,euclidean,Maiores Distancias,1.8175313458346212,0.465567099592527,0.5608163689236794,0.0
varied_blobs,euclidean,Maiores Distancias,1.9809309272537194,0.5962254381912698,0.586652921817808,0.0
varied_blobs,euclidean,Maiores Distancias,2.363346119751207,0.5470063614256019,0.5199560874702055,0.0
varied_blobs,euclidean,Maiores Distancias,1.98049634849664,0.5956491484778719,0.5917746436305317,0.00047516822814941406
varied_blobs,euclidean,Maiores Distancias,1.8802287850065902,0.5461991898832722,0.5279838786317869,0.0
varied_blobs,euclidean,Maiores Distancias,1.8075829379873896,0.48864711783810444,0.5298224470715764,0.002012491226196289
varied_blobs,euclidean,Maiores Distancias,1.739185191515409,0.5280142710365343,0.538190323216811,0.0
varied_blobs,euclidean,Maiores Distancias,1.98049634849664,0.5833542198314408,0.5701192913803721,0.0
varied_blobs,euclidean,Maiores Distancias,1.9809309272537194,0.5879858305082867,0.5679335115808878,0.014164209365844727
varied_blobs,euclidean,Maiores Distancias,1.98049634849664,0.5869827538019003,0.5746227095878124,0.0
varied_blobs,euclidean,Maiores Distancias,1.993466562560709,0.5559981970727156,0.49617649378881284,0.0
aniso_blobs,manhattan,Maiores Distancias,1.782215206432063,0.41345448914806116,0.3728170341836143,0.016186237335205078
aniso_blobs,manhattan,Maiores Distancias,1.9291354665097904,0.44954886466753424,0.46546084619367645,0.0
aniso_blobs,manhattan,Maiores Distancias,2.789458939750284,0.5168608087135433,0.4339353616454458,0.0
aniso_blobs,manhattan,Maiores Distancias,2.6547507865027007,0.2335248733998791,0.12488907435015473,0.0
aniso_blobs,manhattan,Maiores Distancias,2.6422320358871643,0.3228012447255878,0.23480931372616853,0.0
aniso_blobs,manhattan,Maiores Distancias,1.9791059745857837,0.45029506720188917,0.4723053709753526,0.014778614044189453
aniso_blobs,manhattan,Maiores Distancias,2.151555651318236,0.4561321655953915,0.48778088695116856,0.0
aniso_blobs,manhattan,Maiores Distancias,1.9201953172752748,0.4478237575143511,0.4588082239014795,0.0
aniso_blobs,manhattan,Maiores Distancias,2.7545229669565954,0.5130763882807263,0.42873332446062473,0.0
aniso_blobs,manhattan,Maiores Distancias,2.2858640420461547,0.4560140677229093,0.47879213433357276,0.0
aniso_blobs,manhattan,Maiores Distancias,1.7182885146133255,0.442775852376325,0.4426339468584143,0.0
aniso_blobs,manhattan,Maiores Distancias,2.680342201318268,0.32925222938974635,0.2505300072803164,0.0012392997741699219
aniso_blobs,manhattan,Maiores Distancias,2.831478884202803,0.4615813730309176,0.4786795078703189,0.0
aniso_blobs,manhattan,Maiores Distancias,1.8501816422740311,0.39794769318276907,0.33933206241541247,0.0
aniso_blobs,manhattan,Maiores Distancias,2.499826203862855,0.28272790737328696,0.17028199769852478,0.010811090469360352
aniso_blobs,manhattan,Maiores Distancias,1.7170177522195595,0.4421060357052318,0.44262167028526694,0.0
aniso_blobs,manhattan,Maiores Distancias,1.7070107522237736,0.4421060357052318,0.44262167028526694,0.0
aniso_blobs,manhattan,Maiores Distancias,2.5103507068464643,0.459542592733868,0.4889812753210645,0.0
aniso_blobs,manhattan,Maiores Distancias,2.155195815602241,0.3060987480872285,0.16688190495864236,0.0
aniso_blobs,manhattan,Maiores Distancias,1.7170177522195595,0.38904935068546037,0.27695903092294266,0.0013921260833740234
aniso_blobs,manhattan,Maiores Distancias,2.8140892167007525,0.5121704616873245,0.42753977182212705,0.0
aniso_blobs,manhattan,Maiores Distancias,2.2968548555766732,0.4591534836447305,0.3742991986149441,0.0
aniso_blobs,manhattan,Maiores Distancias,1.7894431632949062,0.4110536318375879,0.3669078739902251,0.0
aniso_blobs,manhattan,Maiores Distancias,2.6050591183372003,0.2360226809490315,0.12368791324135193,0.0
aniso_blobs,manhattan,Maiores Distancias,2.474571897285375,0.27681186909249533,0.16273518493937292,0.0
aniso_blobs,manhattan,Maiores Distancias,2.5814247236228884,0.23502949057235867,0.11901782846013916,0.0
aniso_blobs,manhattan,Maiores Distancias,2.6405095091534365,0.22927368158800315,0.12676131025249482,0.0
aniso_blobs,manhattan,Maiores Distancias,2.3568136488312206,0.46981997125025576,0.387872750898707,0.0
aniso_blobs,manhattan,Maiores Distancias,2.5123452833574005,0.22883897408974063,0.1126482775143276,0.0
aniso_blobs,manhattan,Maiores Distancias,2.289931470955704,0.2798766966452448,0.15286786293324925,0.014599800109863281
aniso_blobs,euclidean,Maiores Distancias,1.6862461152298458,0.43718153244573627,0.39000801216174197,0.0
aniso_blobs,euclidean,Maiores Distancias,1.7539279674009842,0.3373361594823399,0.22085661972138013,0.0
aniso_blobs,euclidean,Maiores Distancias,1.8881018263753557,0.45427713208899173,0.5067408616071506,0.0
aniso_blobs,euclidean,Maiores Distancias,1.6200331937776067,0.38903035955623816,0.3239707429111879,0.0
aniso_blobs,euclidean,Maiores Distancias,1.7759013090356652,0.31176029820739437,0.19206988433711816,0.0
aniso_blobs,euclidean,Maiores Distancias,1.6059757548963307,0.4611290414588828,0.49766759877272326,0.0
aniso_blobs,euclidean,Maiores Distancias,1.875675915205861,0.24378637663264863,0.10821730118086725,0.0
aniso_blobs,euclidean,Maiores Distancias,1.6231020971461512,0.42548016527131943,0.3795320906637666,0.0
aniso_blobs,euclidean,Maiores Distancias,1.796269713455185,0.43912021518591543,0.3538558175505808,0.0
aniso_blobs,euclidean,Maiores Distancias,2.023834532191666,0.47107038196835194,0.4199593176590509,0.0
aniso_blobs,euclidean,Maiores Distancias,1.522934473131993,0.4613885953437263,0.5239056897703834,0.0
aniso_blobs,euclidean,Maiores Distancias,1.6152784710788137,0.40164260382330896,0.3307783857516351,0.0
aniso_blobs,euclidean,Maiores Distancias,1.626470142521656,0.3839549800252988,0.3310661589565572,0.015651702880859375
aniso_blobs,euclidean,Maiores Distancias,2.0730075976881315,0.4406633946239098,0.3366663804485891,0.0
aniso_blobs,euclidean,Maiores Distancias,1.9363558322851768,0.2283771618204273,0.11721947062611626,0.0
aniso_blobs,euclidean,Maiores Distancias,1.9416909996876042,0.3298691395765496,0.2418679133813101,0.0
aniso_blobs,euclidean,Maiores Distancias,2.0793689241726145,0.22918159930429385,0.13532062236479828,0.0
aniso_blobs,euclidean,Maiores Distancias,1.6345989509568033,0.4363356611999013,0.41077668012811247,0.0
aniso_blobs,euclidean,Maiores Distancias,1.791669047618383,0.4572884738297637,0.5287157247952691,0.0
aniso_blobs,euclidean,Maiores Distancias,1.8030646254248586,0.4258806508505393,0.3461908932348584,0.0
aniso_blobs,euclidean,Maiores Distancias,2.0445363641393657,0.35665756770016954,0.2959364721532758,0.0005025863647460938
aniso_blobs,euclidean,Maiores Distancias,1.645257752270705,0.30962780289254943,0.16863819472073152,0.0
aniso_blobs,euclidean,Maiores Distancias,1.581206675139671,0.45236896449215996,0.4636911675539485,0.0
aniso_blobs,euclidean,Maiores Distancias,1.6237528515286301,0.31275899410595015,0.1823161826656506,0.0
aniso_blobs,euclidean,Maiores Distancias,1.5772062440446077,0.4093042689287291,0.3488801583758974,0.0
aniso_blobs,euclidean,Maiores Distancias,1.6862461152298458,0.392365672335206,0.30492932270237894,0.0009517669677734375
aniso_blobs,euclidean,Maiores Distancias,1.503847772367707,0.3931929192672401,0.3251000392440679,0.0
aniso_blobs,euclidean,Maiores Distancias,2.058588285254308,0.23374170191402066,0.12080131660878207,0.0
aniso_blobs,euclidean,Maiores Distancias,2.0919923405896927,0.3762767061544745,0.32929625688935965,0.0
aniso_blobs,euclidean,Maiores Distancias,1.6152784710788137,0.40120363302690126,0.3265516430934632,0.0
blobs,manhattan,Maiores Distancias,2.708291622154939,0.4832047029391456,0.6546609027591805,0.0
blobs,manhattan,Maiores Distancias,2.5402778933583656,0.5888404417416908,0.8703399402481421,0.010303974151611328
blobs,manhattan,Maiores Distancias,3.0301543285235204,0.5089370618171878,0.6599167926714505,0.0
blobs,manhattan,Maiores Distancias,2.725020261144352,0.4863072264787887,0.6569494366010861,0.0
blobs,manhattan,Maiores Distancias,2.6012450555971673,0.39151765019989593,0.4843526878663281,0.0
blobs,manhattan,Maiores Distancias,2.3572751043653923,0.3489805435397131,0.40815625134401173,0.0
blobs,manhattan,Maiores Distancias,3.0995422865642928,0.5196643139132869,0.6792929339187036,0.0010027885437011719
blobs,manhattan,Maiores Distancias,2.68979949244571,0.41684617844255023,0.5037776414603882,0.0009982585906982422
blobs,manhattan,Maiores Distancias,2.7234303088666625,0.5325481997658044,0.7366052771466474,0.0009953975677490234
blobs,manhattan,Maiores Distancias,2.5654414845890834,0.5656571321962083,0.8014026066734764,0.0010037422180175781
blobs,manhattan,Maiores Distancias,2.6097077963374633,0.49988778701800257,0.6655398194778859,0.0010006427764892578
blobs,manhattan,Maiores Distancias,2.7841147682468113,0.49284300557680155,0.6284245045694902,0.001987934112548828
blobs,manhattan,Maiores Distancias,2.4940332023791876,0.43095960778383485,0.5600368991505652,0.0010001659393310547
blobs,manhattan,Maiores Distancias,2.970759974920809,0.5363691057577903,0.7333322002733912,0.0010001659393310547
blobs,manhattan,Maiores Distancias,2.7313006020202133,0.5454297069241086,0.7429606454095203,0.002022266387939453
blobs,manhattan,Maiores Distancias,2.7234303088666625,0.5325481997658044,0.7366052771466474,0.0009810924530029297
blobs,manhattan,Maiores Distancias,2.540458279321158,0.6133710791781399,0.9291597844433441,0.001999378204345703
blobs,manhattan,Maiores Distancias,2.752314787013284,0.4299345475250072,0.5941335883066271,0.003031015396118164
blobs,manhattan,Maiores Distancias,2.5269926045279645,0.5945609893592328,0.8820374066237692,0.0019974708557128906
blobs,manhattan,Maiores Distancias,3.145813920542313,0.23975254863293063,0.24268306433085374,0.0009982585906982422
