Dataset,Distance,Radius,Algorithm,Silhouette Score,Adjusted Rand Index,Execution Time
abstenteeism_at_work,manhattan,17.826983156982912,Busca Binaria 1,5,0.21765437765234455,0.02664152747860785,0.0051283069999499276
abstenteeism_at_work,manhattan,17.826983156982912,Busca Binaria 1,5,0.2767666875751544,0.027051422118467436,0.005561646999922232
abstenteeism_at_work,manhattan,17.826983156982912,Busca Binaria 1,5,0.27348218227204385,0.02047225345500735,0.006101263000005019
abstenteeism_at_work,manhattan,17.826983156982912,Busca Binaria 1,5,0.19679617934655122,0.03903250100019102,0.005535155999950803
abstenteeism_at_work,manhattan,17.826983156982912,Busca Binaria 1,5,0.20835468386196718,0.029488196475248214,0.006096103999993829
abstenteeism_at_work,manhattan,17.141329958637414,Busca Binaria 1,5,0.313629139155177,0.02479573848611189,0.006174334999968778
abstenteeism_at_work,manhattan,17.141329958637414,Busca Binaria 1,5,0.2187199023116104,0.028215625580502234,0.005180982999945627
abstenteeism_at_work,manhattan,17.826983156982912,Busca Binaria 1,5,0.1962278309201907,0.020893785310868728,0.007671212999980526
abstenteeism_at_work,manhattan,17.826983156982912,Busca Binaria 1,5,0.3125931586937333,0.0315291100031837,0.005377521000013985
abstenteeism_at_work,manhattan,17.826983156982912,Busca Binaria 1,5,0.2950301005767323,0.030021014104491688,0.006002016000024923
abstenteeism_at_work,manhattan,17.141329958637414,Busca Binaria 1,5,0.20185244505982236,0.029821169567392364,0.005772673000024042
abstenteeism_at_work,manhattan,17.826983156982912,Busca Binaria 1,5,0.2562198276058925,0.03202959757230694,0.005333621000090716
abstenteeism_at_work,manhattan,17.826983156982912,Busca Binaria 1,5,0.20898139715155864,0.032421496803988106,0.005752769999958218
abstenteeism_at_work,manhattan,17.826983156982912,Busca Binaria 1,5,0.27026458282053617,0.032272258566550485,0.006820634999940012
abstenteeism_at_work,manhattan,17.826983156982912,Busca Binaria 1,5,0.2378416111355777,0.029636417446216753,0.006180190999998558
abstenteeism_at_work,manhattan,16.45567676029192,Busca Binaria 2,5,0.17658971984893596,0.023832338885364346,0.16978776700000253
abstenteeism_at_work,manhattan,17.484156557810163,Busca Binaria 1,6,0.15093576124636418,0.024219181452374013,0.00846084099998734
abstenteeism_at_work,manhattan,17.826983156982912,Busca Binaria 1,6,0.16288175459366916,0.02232474127492062,0.008371261999968738
abstenteeism_at_work,manhattan,18.16980975615566,Busca Binaria 1,6,0.13042970445383692,0.023008837295369552,0.008714333999932933
abstenteeism_at_work,manhattan,17.826983156982912,Busca Binaria 1,6,0.26844333434141704,0.02457389229548983,0.00890694000008807
abstenteeism_at_work,manhattan,17.484156557810163,Busca Binaria 1,6,0.16943057781136295,0.03437102841824813,0.008250349000036294
abstenteeism_at_work,manhattan,17.141329958637414,Busca Binaria 1,6,0.2794052212253421,0.02399919082225079,0.008610241000042151
abstenteeism_at_work,manhattan,17.484156557810163,Busca Binaria 1,6,0.2664199081338449,0.02438070162326441,0.008557399999972404
abstenteeism_at_work,manhattan,17.826983156982912,Busca Binaria 1,6,0.20188309366410484,0.023286818025358275,0.008248934999983248
abstenteeism_at_work,manhattan,17.141329958637414,Busca Binaria 1,6,0.23725723681079824,0.019089056390292375,0.007274557999949138
abstenteeism_at_work,manhattan,17.141329958637414,Busca Binaria 1,6,0.22006507643173281,0.016516035437907493,0.007223086999943007
abstenteeism_at_work,manhattan,17.141329958637414,Busca Binaria 1,6,0.20884624317103898,0.027075754505122146,0.006699705999949401
abstenteeism_at_work,manhattan,18.16980975615566,Busca Binaria 1,6,0.19295023754038462,0.03880472511544367,0.007706966000000648
abstenteeism_at_work,manhattan,17.141329958637414,Busca Binaria 1,6,0.17203273074208492,0.013233476861351061,0.006471236000038516
abstenteeism_at_work,manhattan,17.484156557810163,Busca Binaria 1,6,0.2436382125672022,0.018744808825945886,0.006967042000042056
abstenteeism_at_work,manhattan,17.826983156982912,Busca Binaria 1,6,0.3519560617327504,0.019146647684830785,0.0069542269999374184
abstenteeism_at_work,manhattan,17.826983156982912,Busca Binaria 1,6,0.2597139224186233,0.03521809418858283,0.005991471000015736
abstenteeism_at_work,manhattan,17.141329958637414,Busca Binaria 1,6,0.18459246560966086,0.021560087258154503,0.006428663000065171
abstenteeism_at_work,manhattan,17.826983156982912,Busca Binaria 1,6,0.231111149071478,0.025630710777017406,0.007099555999957374
abstenteeism_at_work,manhattan,17.141329958637414,Busca Binaria 1,6,0.20590512940237532,0.030101299573463212,0.00643071100000725
abstenteeism_at_work,manhattan,17.826983156982912,Busca Binaria 1,6,0.20475131184741874,0.0289592019896476,0.006329457999981969
abstenteeism_at_work,manhattan,17.141329958637414,Busca Binaria 1,6,0.16138328996992116,0.023668882636585644,0.005797545999939757
abstenteeism_at_work,manhattan,17.826983156982912,Busca Binaria 1,6,0.20696913820343255,0.01917884563224043,0.006193850000045131
abstenteeism_at_work,manhattan,17.826983156982912,Busca Binaria 1,6,0.27096229374461783,0.025861745700490636,0.006963272000007237
abstenteeism_at_work,manhattan,17.141329958637414,Busca Binaria 1,6,0.22372988246408093,0.018624505538217748,0.005706304000000273
abstenteeism_at_work,manhattan,17.484156557810163,Busca Binaria 1,6,0.28786392613386097,0.028884448344054344,0.006639450000079705
abstenteeism_at_work,manhattan,18.16980975615566,Busca Binaria 1,6,0.2611364116705834,0.02060400695150807,0.006345618000068498
abstenteeism_at_work,manhattan,17.826983156982912,Busca Binaria 1,6,0.24027551402974875,0.029504707979751268,0.006690982000009171
abstenteeism_at_work,manhattan,18.16980975615566,Busca Binaria 1,6,0.31281263137489546,0.02191387142057824,0.006981657999972413
abstenteeism_at_work,manhattan,17.826983156982912,Busca Binaria 1,6,0.2982059716860134,0.02584308636659313,0.006908696999971653
abstenteeism_at_work,manhattan,17.826983156982912,Busca Binaria 1,6,0.21802581471379676,0.022993153620424537,0.006623428999887437
abstenteeism_at_work,manhattan,17.141329958637414,Busca Binaria 2,6,0.2853246382922936,0.017774911206765175,0.07033557800002654
abstenteeism_at_work,manhattan,18.169851605105755,Busca Binaria 1,20,0.2803292167032409,0.03306266185854644,0.01866857799996069
abstenteeism_at_work,manhattan,17.138567927931184,Busca Binaria 1,20,0.18132544612197501,0.0301582609805418,0.018632296999953724
abstenteeism_at_work,manhattan,17.332705207418787,Busca Binaria 1,20,0.18043713300166336,0.03367612805032194,0.018876047999924594
abstenteeism_at_work,manhattan,17.58513807438778,Busca Binaria 1,20,0.23639685925387122,0.02084175191459349,0.018651210000030005
abstenteeism_at_work,manhattan,17.429250735286402,Busca Binaria 1,20,0.2637675782680851,0.02749547000688733,0.02036278700006733
abstenteeism_at_work,manhattan,17.282277222555116,Busca Binaria 1,20,0.22403674711095292,0.030288973044741128,0.01913493200004268
abstenteeism_at_work,manhattan,17.832381671545082,Busca Binaria 1,20,0.22192305136006182,0.017754928772511478,0.022766923999938626
abstenteeism_at_work,manhattan,17.747009813352648,Busca Binaria 1,20,0.1908614511572881,0.013536306620105035,0.02117952100002185
abstenteeism_at_work,manhattan,17.487378926967427,Busca Binaria 1,20,0.21816614706373963,0.017316859063766413,0.018574859999944238
abstenteeism_at_work,manhattan,17.362961998336985,Busca Binaria 1,20,0.2409840395279123,0.027518452072009543,0.01996602899998834
abstenteeism_at_work,manhattan,17.19481291685797,Busca Binaria 1,20,0.2102232684758473,0.042564652987067506,0.01940130200000567
abstenteeism_at_work,manhattan,17.832381671545082,Busca Binaria 1,20,0.2645518169830589,0.026800745398509223,0.019124269999906574
abstenteeism_at_work,manhattan,16.798503359464668,Busca Binaria 1,20,0.21895821004401012,0.01944934686811892,0.017590312000038466
abstenteeism_at_work,manhattan,17.515961759881854,Busca Binaria 1,20,0.19657496598962032,0.023713906959929,0.018556128999989596
abstenteeism_at_work,manhattan,17.13559665247449,Busca Binaria 1,20,0.1758914039142527,0.033536181231670605,0.018937677000053554
abstenteeism_at_work,manhattan,17.678377535197946,Busca Binaria 1,20,0.264772786772278,0.021892550666997645,0.019313256000032197
abstenteeism_at_work,manhattan,17.11722496338308,Busca Binaria 1,20,0.22809290956977815,0.022422090843021436,0.01750346099993294
abstenteeism_at_work,manhattan,16.755482638767695,Busca Binaria 1,20,0.24685474118662976,0.024960947111061876,0.018384777000051145
abstenteeism_at_work,manhattan,17.60246353972683,Busca Binaria 1,20,0.26120076914772394,0.01977531074927887,0.018501777999972546
abstenteeism_at_work,manhattan,17.450593699834513,Busca Binaria 1,20,0.2411980823682006,0.022108249450517273,0.020425429000056283
abstenteeism_at_work,manhattan,17.527093580606945,Busca Binaria 1,20,0.2206921713459037,0.03043957950273472,0.01933825700007219
abstenteeism_at_work,manhattan,17.832381671545082,Busca Binaria 1,20,0.2212623940738588,0.023515476815508665,0.020121822000078282
abstenteeism_at_work,manhattan,17.827694589134516,Busca Binaria 1,20,0.24393600081419406,0.027735048551889695,0.018546329000059814
abstenteeism_at_work,manhattan,17.08776330251667,Busca Binaria 1,20,0.33945807894142127,0.02339473914460981,0.017400980999923377
abstenteeism_at_work,manhattan,16.966568743043496,Busca Binaria 1,20,0.2545751728790687,0.02174440902412721,0.017611382000040976
abstenteeism_at_work,manhattan,17.29332534538002,Busca Binaria 1,20,0.2744958792231999,0.02006574392968283,0.018098107000014352
abstenteeism_at_work,manhattan,17.65724381540031,Busca Binaria 1,20,0.2458297146201879,0.027999834987248253,0.020839246000036837
abstenteeism_at_work,manhattan,17.517552019985438,Busca Binaria 1,20,0.23879035864125225,0.026786315642827182,0.01995776000001115
abstenteeism_at_work,manhattan,17.57197657958311,Busca Binaria 1,20,0.25989405482701466,0.026119731374759054,0.021634889999972984
abstenteeism_at_work,manhattan,17.762745018588117,Busca Binaria 1,20,0.18409817387592475,0.03252594590003174,0.021325669000020753
abstenteeism_at_work,manhattan,16.713026878897,Busca Binaria 2,20,0.21840046834609286,0.02895514598017601,0.33619200100008584
abstenteeism_at_work,euclidean,7.374087530847833,Busca Binaria 1,2,0.1326598373235178,0.027628945032130665,0.0026015709999001047
abstenteeism_at_work,euclidean,7.374087530847833,Busca Binaria 1,2,0.14118654576601583,0.03564164191047297,0.02211559500005933
abstenteeism_at_work,euclidean,5.899270024678266,Busca Binaria 1,2,0.1618250221387842,0.029756186659125463,0.04344504700009111
abstenteeism_at_work,euclidean,7.374087530847833,Busca Binaria 1,2,0.14274017964064745,0.02834499036890806,0.01671358099997633
abstenteeism_at_work,euclidean,5.899270024678266,Busca Binaria 1,2,0.16317093857001405,0.039970979608088576,0.04535314899999321
abstenteeism_at_work,euclidean,7.374087530847833,Busca Binaria 1,2,0.13045989099497615,0.02853816059275817,0.017341891999990366
abstenteeism_at_work,euclidean,7.374087530847833,Busca Binaria 1,2,0.06259369331755517,0.02952659081460211,0.026019620999932158
abstenteeism_at_work,euclidean,5.899270024678266,Busca Binaria 1,2,0.13073303195621735,0.037164770169758284,0.06589521199998671
abstenteeism_at_work,euclidean,7.374087530847833,Busca Binaria 1,2,0.10043471973349061,0.03219279067958096,0.027184314999999515
abstenteeism_at_work,euclidean,5.899270024678266,Busca Binaria 1,2,0.1251688728700939,0.03233683516290669,0.044754755999974805
abstenteeism_at_work,euclidean,7.374087530847833,Busca Binaria 1,2,0.11932102581265154,0.026991044903623525,0.0505412449999767
abstenteeism_at_work,euclidean,7.374087530847833,Busca Binaria 1,2,0.12040455494302793,0.01983760179402863,0.0286577510000825
abstenteeism_at_work,euclidean,7.374087530847833,Busca Binaria 1,2,0.06020965698442507,0.04226236608073378,0.032682788999977674
abstenteeism_at_work,euclidean,7.374087530847833,Busca Binaria 1,2,0.10270055533583483,0.03275430396234958,0.028683111999953326
abstenteeism_at_work,euclidean,7.374087530847833,Busca Binaria 1,2,0.10656501864629796,0.03881258825457009,0.03326245300002029
abstenteeism_at_work,euclidean,7.374087530847833,Busca Binaria 1,2,0.148520942134711,0.0477206077687922,0.03760143100009827
abstenteeism_at_work,euclidean,7.374087530847833,Busca Binaria 1,2,0.09513501166587607,0.03125864677395337,0.03356072300005053
abstenteeism_at_work,euclidean,5.899270024678266,Busca Binaria 1,2,0.12452398656919667,0.045192064922212005,0.08768111700010195
abstenteeism_at_work,euclidean,7.374087530847833,Busca Binaria 1,2,0.11327309216893265,0.04991492570904,0.03311018600004445
abstenteeism_at_work,euclidean,7.374087530847833,Busca Binaria 1,2,0.09782947195084785,0.021836918302848795,0.029661968000027628
abstenteeism_at_work,euclidean,5.899270024678266,Busca Binaria 1,2,0.14661913431657383,0.02813070692041526,0.07299669500002892
abstenteeism_at_work,euclidean,7.374087530847833,Busca Binaria 1,2,0.13757320902345818,0.028469598659209464,0.0396543299999621
abstenteeism_at_work,euclidean,7.374087530847833,Busca Binaria 1,2,0.09812474257517063,0.03991558595249607,0.04140279000000646
abstenteeism_at_work,euclidean,5.899270024678266,Busca Binaria 1,2,0.14412629042717562,0.04566498386424901,0.07991723299994646
abstenteeism_at_work,euclidean,7.374087530847833,Busca Binaria 1,2,0.08555793868302997,0.03463950466880649,0.035417004999999335
abstenteeism_at_work,euclidean,5.899270024678266,Busca Binaria 1,2,0.15311129677203997,0.03308342088967059,0.07185578099995382
abstenteeism_at_work,euclidean,5.899270024678266,Busca Binaria 1,2,0.14012838489227314,0.03827269650093894,0.07721618099992611
abstenteeism_at_work,euclidean,7.374087530847833,Busca Binaria 1,2,0.14404068939192988,0.03901568015184303,0.03965145000006487
abstenteeism_at_work,euclidean,7.374087530847833,Busca Binaria 1,2,0.13214857921827167,0.028612831947975148,0.028312472000038724
abstenteeism_at_work,euclidean,7.374087530847833,Busca Binaria 1,2,0.1615876736396939,0.02833851925217658,0.03856946700000208
abstenteeism_at_work,euclidean,5.899270024678266,Busca Binaria 2,2,0.08311988599535206,0.052565004891902516,0.6844199170000138
abstenteeism_at_work,euclidean,6.636678777763049,Busca Binaria 1,3,0.09798861884127617,0.03888675078293876,0.03712286200004655
